time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT,SERVICES_ENGAGED
"2013-08-29 17_07_54","59033","518584","725",";97;54"
"2013-08-29 17_07_54","51418","334637","627",";99;80"
"2013-08-29 17_07_56","52343","102540","1077",";46;61"
"2013-08-29 17_07_58","47105","370897","294",";97;96"
"2013-08-29 17_08_02","61525","570399","110",";52;87"
"2013-08-29 17_08_02","53837","156325","119",";49;58"
"2013-08-29 17_08_05","57382","194500","1078",";60;48"
"2013-08-29 17_08_07","50632","408036","365",";46;11"
"2013-08-29 17_08_07","54552","282293","107",";97;57"
"2013-08-29 17_08_08","55957","236941","151",";69;34"
"2013-08-29 17_08_13","54709","492597","404",";69;64"
"2013-08-29 17_08_13","50359","75532","765",";97;88"
"2013-08-29 17_08_17","54548","349859","152",";49;26"
"2013-08-29 17_08_18","55356","282108","454",";97;79"
"2013-08-29 17_08_19","51620","132503","283",";49;76"
"2013-08-29 17_08_20","52817","482902","1020",";97;73"
"2013-08-29 17_08_23","48945","1881854","811",";49;65"
"2013-08-29 17_08_27","56991","103816","205",";49;1"
"2013-08-29 17_08_29","53997","335085","420",";97;24"
"2013-08-29 17_08_30","61785","164962","546",";67;23"
"2013-08-29 17_08_30","47770","365677","130",";97;80"
"2013-08-29 17_08_30","53554","1897991","1072",";36;9"
"2013-08-29 17_08_30","58940","240376","480",";81;45"
"2013-08-29 17_08_34","46586","410713","425",";46;96"
"2013-08-29 17_08_36","57437","73961","406",";46;41"
"2013-08-29 17_08_37","61666","215076","243",";67;89"
"2013-08-29 17_08_37","53947","140546","861",";81;61"
"2013-08-29 17_08_41","60172","583263","677",";49;54"
"2013-08-29 17_08_43","56246","190131","102",";52;58"
"2013-08-29 17_08_46","52236","460679","255",";81;11"
"2013-08-29 17_08_46","54451","240971","655",";49;48"
"2013-08-29 17_08_48","61019","601305","996",";69;87"
"2013-08-29 17_08_49","54000","272227","683",";81;34"
"2013-08-29 17_08_49","58200","317952","189",";99;57"
"2013-08-29 17_08_51","63076","63217","115",";99;21"
"2013-08-29 17_08_52","49840","112514","880",";46;88"
"2013-08-29 17_08_52","51148","555424","519",";46;64"
"2013-08-29 17_08_57","50481","177199","548",";97;76"
"2013-08-29 17_08_59","47806","1917894","947",";97;65"
"2013-08-29 17_08_59","52890","392091","565",";46;26"
"2013-08-29 17_09_01","53902","516146","982",";81;73"
"2013-08-29 17_09_02","56441","311716","921",";81;79"
"2013-08-29 17_09_06","51318","418701","111",";52;80"
"2013-08-29 17_09_09","50653","439530","219",";52;96"
"2013-08-29 17_09_11","55082","364296","272",";81;24"
"2013-08-29 17_09_11","56937","149680","731",";81;1"
"2013-08-29 17_09_13","59485","1939714","955",";68;9"
"2013-08-29 17_09_16","61785","210964","520",";67;23"
"2013-08-29 17_09_16","58994","287949","206",";49;45"
"2013-08-29 17_09_17","59832","68969","365",";46;38"
"2013-08-29 17_09_18","56932","175171","922",";60;61"
"2013-08-29 17_09_23","57956","117917","360",";97;41"
"2013-08-29 17_09_24","57956","267885","273",";46;89"
"2013-08-29 17_09_24","52179","235822","161",";46;58"
"2013-08-29 17_09_25","52290","496366","950",";49;11"
"2013-08-29 17_09_28","53312","281498","792",";97;48"
"2013-08-29 17_09_28","59033","612769","912",";97;54"
"2013-08-29 17_09_30","54007","141949","203",";99;88"
"2013-08-29 17_09_30","56563","315212","870",";99;34"
"2013-08-29 17_09_32","57743","374628","1068",";67;57"
"2013-08-29 17_09_32","52752","575252","608",";81;64"
"2013-08-29 17_09_34","57458","654500","221",";46;87"
"2013-08-29 17_09_35","51932","1956519","564",";55;65"
"2013-08-29 17_09_36","51566","213996","199",";81;76"
"2013-08-29 17_09_39","58909","114244","415",";46;21"
"2013-08-29 17_09_40","57535","418009","307",";55;26"
"2013-08-29 17_09_42","47770","436651","138",";97;80"
"2013-08-29 17_09_42","56008","548038","457",";67;73"
"2013-08-29 17_09_44","47105","476305","841",";97;96"
"2013-08-29 17_09_45","56495","353172","139",";49;79"
"2013-08-29 17_09_53","55136","404930","244",";49;24"
"2013-08-29 17_09_55","55852","187986","262",";97;1"
"2013-08-29 17_09_56","53554","1983776","248",";36;9"
"2013-08-29 17_09_59","54001","218387","508",";49;61"
"2013-08-29 17_10_02","57855","325234","516",";97;45"
"2013-08-29 17_10_03","58594","87830","425",";97;23"
"2013-08-29 17_10_04","54193","548064","959",";69;11"
"2013-08-29 17_10_05","55740","273902","1058",";69;58"
"2013-08-29 17_10_05","60351","116030","151",";97;38"
"2013-08-29 17_10_09","51498","187839","168",";49;88"
"2013-08-29 17_10_09","60998","160318","200",";69;41"
"2013-08-29 17_10_09","56860","321385","443",";52;48"
"2013-08-29 17_10_10","58475","299144","421",";97;89"
"2013-08-29 17_10_11","50848","1983657","227",";69;65"
"2013-08-29 17_10_11","56463","362489","1080",";52;34"
"2013-08-29 17_10_12","54858","608366","218",";67;64"
"2013-08-29 17_10_14","50481","254347","489",";97;76"
"2013-08-29 17_10_15","55637","408391","938",";81;57"
"2013-08-29 17_10_15","59033","76654","548",";97;54"
"2013-08-29 17_10_17","51418","70301","111",";99;80"
"2013-08-29 17_10_20","51175","506959","1033",";60;96"
"2013-08-29 17_10_20","57977","690144","714",";97;87"
"2013-08-29 17_10_22","56957","467421","579",";52;26"
"2013-08-29 17_10_23","52817","604947","188",";97;73"
"2013-08-29 17_10_26","63498","154486","542",";60;21"
"2013-08-29 17_10_29","58547","413993","622",";67;79"
"2013-08-29 17_10_35","55136","445970","340",";49;24"
"2013-08-29 17_10_39","59485","2025514","359",";68;9"
"2013-08-29 17_10_39","58894","229946","1070",";69;1"
"2013-08-29 17_10_40","52343","266316","351",";46;61"
"2013-08-29 17_10_44","54342","572721","536",";67;11"
"2013-08-29 17_10_46","56346","306794","280",";99;58"
"2013-08-29 17_10_47","50997","2018678","157",";67;65"
"2013-08-29 17_10_47","53550","224104","120",";67;88"
"2013-08-29 17_10_48","61925","73205","221",";60;45"
"2013-08-29 17_10_50","61785","138664","546",";67;23"
"2013-08-29 17_10_51","56503","372040","407",";67;48"
"2013-08-29 17_10_52","54709","650657","511",";69;64"
"2013-08-29 17_10_52","55957","400426","108",";69;34"
"2013-08-29 17_10_53","51620","285448","268",";49;76"
"2013-08-29 17_10_53","51840","98682","955",";60;80"
"2013-08-29 17_10_54","61436","159889","404",";81;38"
"2013-08-29 17_10_55","57437","200507","444",";46;41"
"2013-08-29 17_10_55","46586","551259","369",";46;96"
"2013-08-29 17_10_57","59560","359573","164",";81;89"
"2013-08-29 17_10_58","58100","456862","428",";52;57"
"2013-08-29 17_11_03","62075","120600","982",";69;54"
"2013-08-29 17_11_03","56451","514277","843",";69;26"
"2013-08-29 17_11_04","53902","638911","225",";81;73"
"2013-08-29 17_11_06","61019","738929","689",";69;87"
"2013-08-29 17_11_12","54837","434703","558",";46;79"
"2013-08-29 17_11_14","62976","208027","1069",";52;21"
"2013-08-29 17_11_17","53478","82930","244",";46;24"
"2013-08-29 17_11_21","56988","288145","132",";55;61"
"2013-08-29 17_11_22","53554","2069539","623",";36;9"
"2013-08-29 17_11_23","48891","2054623","1090",";81;65"
"2013-08-29 17_11_23","54699","607453","502",";52;11"
"2013-08-29 17_11_23","59043","270621","652",";67;1"
"2013-08-29 17_11_26","51444","260233","509",";81;88"
"2013-08-29 17_11_26","55889","366100","974",";67;58"
"2013-08-29 17_11_29","48909","137017","272",";49;80"
"2013-08-29 17_11_30","46586","586339","541",";46;96"
"2013-08-29 17_11_32","55315","75709","489",";99;64"
"2013-08-29 17_11_32","54029","322610","158",";52;76"
"2013-08-29 17_11_32","52793","397333","629",";46;48"
"2013-08-29 17_11_34","56563","438284","913",";99;34"
"2013-08-29 17_11_34","58940","125003","792",";81;45"
"2013-08-29 17_11_37","59679","178574","406",";81;23"
"2013-08-29 17_11_40","57594","504377","499",";69;57"
"2013-08-29 17_11_41","57956","256005","327",";97;41"
"2013-08-29 17_11_42","59832","203940","152",";46;38"
"2013-08-29 17_11_43","59614","404342","764",";49;89"
"2013-08-29 17_11_45","51586","2090743","388",";36;73"
"2013-08-29 17_11_45","54494","552359","618",";81;26"
"2013-08-29 17_11_46","64320","93596","1080",";67;94"
"2013-08-29 17_11_50","59033","169826","947",";97;54"
"2013-08-29 17_11_52","57458","75396","340",";46;87"
"2013-08-29 17_11_56","55356","476765","1081",";97;79"
"2013-08-29 17_11_59","54364","2087387","144",";93;65"
"2013-08-29 17_12_00","55136","118962","508",";49;24"
"2013-08-29 17_12_02","58909","256784","1031",";46;21"
"2013-08-29 17_12_02","56510","343228","976",";99;61"
"2013-08-29 17_12_02","54799","639526","410",";99;11"
"2013-08-29 17_12_04","50359","306308","299",";97;88"
"2013-08-29 17_12_05","53554","2112425","342",";36;9"
"2013-08-29 17_12_05","47251","167318","520",";46;80"
"2013-08-29 17_12_06","50753","67288","164",";99;96"
"2013-08-29 17_12_07","59400","312728","245",";52;1"
"2013-08-29 17_12_07","52698","402270","179",";97;58"
"2013-08-29 17_12_10","50481","369601","679",";97;76"
"2013-08-29 17_12_11","55737","112491","111",";60;64"
"2013-08-29 17_12_14","53312","446492","445",";97;48"
"2013-08-29 17_12_15","55957","482512","306",";69;34"
"2013-08-29 17_12_20","60897","173932","950",";69;45"
"2013-08-29 17_12_23","54033","550624","887",";46;57"
"2013-08-29 17_12_23","58075","220720","677",";46;23"
"2013-08-29 17_12_26","51586","2131245","386",";36;73"
"2013-08-29 17_12_27","57479","586308","190",";60;26"
"2013-08-29 17_12_27","61147","290958","448",";67;41"
"2013-08-29 17_12_30","62123","442943","591",";99;89"
"2013-08-29 17_12_35","52186","2132666","309",";51;65"
"2013-08-29 17_12_36","60610","72934","132",";46;94"
"2013-08-29 17_12_37","62075","213917","921",";69;54"
"2013-08-29 17_12_38","57977","112981","536",";97;87"
"2013-08-29 17_12_39","58904","524973","522",";52;79"
"2013-08-29 17_12_41","48190","101899","428",";81;96"
"2013-08-29 17_12_41","51418","210507","219",";99;80"
"2013-08-29 17_12_42","54193","705264","1086",";69;11"
"2013-08-29 17_12_42","55082","165160","262",";81;24"
"2013-08-29 17_12_43","49840","342620","795",";46;88"
"2013-08-29 17_12_43","56410","393182","916",";52;61"
"2013-08-29 17_12_48","59485","2154196","479",";68;9"
"2013-08-29 17_12_48","53783","433384","692",";81;58"
"2013-08-29 17_12_49","53672","73919","913",";67;76"
"2013-08-29 17_12_49","60567","293850","725",";49;21"
"2013-08-29 17_12_51","55215","157766","218",";52;64"
"2013-08-29 17_12_51","56991","367795","966",";49;1"
"2013-08-29 17_12_55","56960","484028","180",";99;48"
"2013-08-29 17_12_56","55957","523272","399",";69;34"
"2013-08-29 17_13_06","55637","578380","195",";81;57"
"2013-08-29 17_13_06","57855","214733","870",";97;45"
"2013-08-29 17_13_07","53956","73125","340",";49;73"
"2013-08-29 17_13_08","54548","640276","1047",";49;26"
"2013-08-29 17_13_10","62142","260740","996",";52;23"
"2013-08-29 17_13_11","48945","2169853","935",";49;65"
"2013-08-29 17_13_13","61504","331590","1034",";52;41"
"2013-08-29 17_13_16","51175","128747","689",";60;96"
"2013-08-29 17_13_17","57956","500620","543",";46;89"
"2013-08-29 17_13_17","48855","237266","922",";81;80"
"2013-08-29 17_13_19","60351","309982","107",";97;38"
"2013-08-29 17_13_21","54342","729449","605",";67;11"
"2013-08-29 17_13_21","51498","364384","756",";49;88"
"2013-08-29 17_13_21","65908","66053","445",";52;50"
"2013-08-29 17_13_23","58398","561306","1017",";69;79"
"2013-08-29 17_13_24","53478","200104","516",";46;24"
"2013-08-29 17_13_24","59033","264176","565",";97;54"
"2013-08-29 17_13_24","53947","426195","277",";81;61"
"2013-08-29 17_13_24","59116","154300","221",";49;87"
"2013-08-29 17_13_25","62268","120504","502",";49;94"
"2013-08-29 17_13_27","53523","114347","489",";69;76"
"2013-08-29 17_13_29","52179","468989","744",";46;58"
"2013-08-29 17_13_31","53554","2198225","1088",";36;9"
"2013-08-29 17_13_31","52752","189922","1033",";81;64"
"2013-08-29 17_13_35","56937","412507","587",";81;1"
"2013-08-29 17_13_37","59428","338986","1077",";97;21"
"2013-08-29 17_13_37","56563","72427","887",";99;34"
"2013-08-29 17_13_37","56860","528229","868",";52;48"
"2013-08-29 17_13_47","47806","2205830","945",";97;65"
"2013-08-29 17_13_48","52298","110513","1081",";46;73"
"2013-08-29 17_13_48","58200","615521","791",";99;57"
"2013-08-29 17_13_50","57057","673180","267",";99;26"
"2013-08-29 17_13_51","46586","157838","558",";46;96"
"2013-08-29 17_13_52","61503","258854","1068",";99;45"
"2013-08-29 17_13_53","47251","274939","206",";46;80"
"2013-08-29 17_13_57","58594","312263","102",";97;23"
"2013-08-29 17_13_59","59095","379104","494",";49;41"
"2013-08-29 17_14_00","53401","407459","567",";69;88"
"2013-08-29 17_14_00","54193","783263","358",";69;11"
"2013-08-29 17_14_03","61517","525894","196",";69;89"
"2013-08-29 17_14_05","55904","459662","135",";69;61"
"2013-08-29 17_14_06","54029","148161","406",";52;76"
"2013-08-29 17_14_06","56441","614897","809",";81;79"
"2013-08-29 17_14_06","57188","234514","421",";67;24"
"2013-08-29 17_14_08","61490","347757","283",";49;38"
"2013-08-29 17_14_10","53837","512998","695",";49;58"
"2013-08-29 17_14_10","57458","203392","280",";46;87"
"2013-08-29 17_14_11","51148","226799","188",";46;64"
"2013-08-29 17_14_11","58514","89062","428",";46;54"
"2013-08-29 17_14_14","59485","2239984","134",";68;9"
"2013-08-29 17_14_14","62214","167231","509",";81;94"
"2013-08-29 17_14_18","52915","116008","950",";97;34"
"2013-08-29 17_14_18","53312","81529","180",";97;48"
"2013-08-29 17_14_19","58894","449879","942",";69;1"
"2013-08-29 17_14_23","52532","2237850","906",";3;65"
"2013-08-29 17_14_24","63076","396219","859",";99;21"
"2013-08-29 17_14_27","48244","187875","244",";49;96"
"2013-08-29 17_14_29","52817","148568","144",";97;73"
"2013-08-29 17_14_29","48909","316075","731",";49;80"
"2013-08-29 17_14_29","66430","66572","605",";60;50"
"2013-08-29 17_14_31","58100","669262","515",";52;57"
"2013-08-29 17_14_31","57479","710704","970",";60;26"
"2013-08-29 17_14_38","53550","438689","904",";67;88"
"2013-08-29 17_14_38","61046","306963","203",";67;45"
"2013-08-29 17_14_40","54342","807424","585",";67;11"
"2013-08-29 17_14_43","62242","350706","115",";99;23"
"2013-08-29 17_14_45","54551","183016","499",";60;76"
"2013-08-29 17_14_45","57956","439824","864",";97;41"
"2013-08-29 17_14_46","56053","495496","954",";67;61"
"2013-08-29 17_14_48","55136","282598","959",";49;24"
"2013-08-29 17_14_50","54837","651658","835",";46;79"
"2013-08-29 17_14_50","59560","591997","1011",";81;89"
"2013-08-29 17_14_51","55315","274391","938",";99;64"
"2013-08-29 17_14_51","56246","557398","1061",";52;58"
"2013-08-29 17_14_55","62902","66953","945",";97;63"
"2013-08-29 17_14_56","53554","2284001","661",";36;9"
"2013-08-29 17_14_56","61436","401913","765",";81;38"
"2013-08-29 17_14_56","61019","255987","359",";69;87"
"2013-08-29 17_14_59","54095","2280556","613",";16;65"
"2013-08-29 17_14_59","62581","129465","479",";52;54"
"2013-08-29 17_14_59","56463","162912","306",";52;34"
"2013-08-29 17_15_00","54397","112900","195",";81;48"
"2013-08-29 17_15_02","50753","237935","982",";99;96"
"2013-08-29 17_15_03","59400","487916","810",";52;1"
"2013-08-29 17_15_04","61129","212813","272",";97;94"
"2013-08-29 17_15_05","51318","340591","360",";52;80"
"2013-08-29 17_15_10","51586","2294377","381",";36;73"
"2013-08-29 17_15_12","60513","431925","294",";81;21"
"2013-08-29 17_15_13","54548","81780","267",";49;26"
"2013-08-29 17_15_14","55637","83922","791",";81;57"
"2013-08-29 17_15_17","51444","490876","704",";81;88"
"2013-08-29 17_15_19","49920","2304914","185",";36;11"
"2013-08-29 17_15_19","66486","115284","1017",";55;50"
"2013-08-29 17_15_23","54607","217187","388",";55;76"
"2013-08-29 17_15_24","61981","344304","415",";55;45"
"2013-08-29 17_15_27","56932","543790","468",";60;61"
"2013-08-29 17_15_30","59733","402775","255",";49;23"
"2013-08-29 17_15_30","55737","307110","579",";60;64"
"2013-08-29 17_15_31","53997","320620","168",";97;24"
"2013-08-29 17_15_31","60998","482729","525",";69;41"
"2013-08-29 17_15_32","55740","600198","137",";69;58"
"2013-08-29 17_15_33","56495","700309","789",";49;79"
"2013-08-29 17_15_35","51932","2316481","735",";55;65"
"2013-08-29 17_15_36","62123","81490","134",";99;89"
"2013-08-29 17_15_37","48190","261998","1069",";81;96"
"2013-08-29 17_15_39","53554","2326897","422",";36;9"
"2013-08-29 17_15_40","52396","188626","591",";46;34"
"2013-08-29 17_15_41","47251","382190","365",";46;80"
"2013-08-29 17_15_41","54451","151783","1047",";49;48"
"2013-08-29 17_15_43","61525","288642","108",";52;87"
"2013-08-29 17_15_45","59832","445298","454",";46;38"
"2013-08-29 17_15_46","62075","181805","795",";69;54"
"2013-08-29 17_15_46","62902","117030","1081",";97;63"
"2013-08-29 17_15_47","59922","77242","144",";60;1"
"2013-08-29 17_15_51","56008","221857","245",";67;73"
"2013-08-29 17_15_53","60610","269473","623",";46;94"
"2013-08-29 17_15_55","56600","120336","206",";67;26"
"2013-08-29 17_15_55","51498","518174","229",";49;88"
"2013-08-29 17_15_56","58200","107066","283",";99;57"
"2013-08-29 17_15_58","49920","2344094","329",";36;11"
"2013-08-29 17_16_00","63498","487545","643",";60;21"
"2013-08-29 17_16_02","53672","265918","792",";67;76"
"2013-08-29 17_16_08","52343","594196","174",";46;61"
"2013-08-29 17_16_10","62360","171779","543",";97;50"
"2013-08-29 17_16_10","55215","340194","622",";52;64"
"2013-08-29 17_16_10","58994","393182","199",";49;45"
"2013-08-29 17_16_11","48891","2341935","1071",";81;65"
"2013-08-29 17_16_13","47105","316258","369",";97;96"
"2013-08-29 17_16_13","52179","632260","109",";46;58"
"2013-08-29 17_16_13","55082","375244","248",";81;24"
"2013-08-29 17_16_16","51318","411377","273",";52;80"
"2013-08-29 17_16_17","55356","737357","606",";97;79"
"2013-08-29 17_16_17","61785","465518","130",";67;23"
"2013-08-29 17_16_17","61147","521362","547",";67;41"
"2013-08-29 17_16_21","52915","225205","309",";97;34"
"2013-08-29 17_16_22","53554","2369797","462",";36;9"
"2013-08-29 17_16_23","53312","205788","399",";97;48"
"2013-08-29 17_16_23","59614","123627","950",";49;89"
"2013-08-29 17_16_29","59062","340112","120",";81;87"
"2013-08-29 17_16_31","59400","127166","906",";52;1"
"2013-08-29 17_16_32","53956","268668","1031",";49;73"
"2013-08-29 17_16_33","62681","220363","218",";99;54"
"2013-08-29 17_16_33","63393","484688","205",";69;38"
"2013-08-29 17_16_34","51444","567804","794",";81;88"
"2013-08-29 17_16_36","56957","155577","494",";52;26"
"2013-08-29 17_16_37","62902","100755","945",";97;63"
"2013-08-29 17_16_37","49920","2383329","240",";36;11"
"2013-08-29 17_16_39","54552","152442","135",";97;57"
"2013-08-29 17_16_40","53523","307311","158",";69;76"
"2013-08-29 17_16_42","65425","76872","388",";49;82"
"2013-08-29 17_16_42","62268","317411","652",";49;94"
"2013-08-29 17_16_47","50997","2378477","633",";67;65"
"2013-08-29 17_16_47","62470","524045","110",";69;21"
"2013-08-29 17_16_48","66587","117930","959",";52;84"
"2013-08-29 17_16_48","50753","343101","843",";99;96"
"2013-08-29 17_16_49","56510","629605","592",";99;61"
"2013-08-29 17_16_50","54709","382322","542",";69;64"
"2013-08-29 17_16_52","50812","69476","1047",";69;80"
"2013-08-29 17_16_54","56246","679979","216",";52;58"
"2013-08-29 17_16_55","53478","410468","425",";46;24"
"2013-08-29 17_16_56","58940","446797","912",";81;45"
"2013-08-29 17_17_00","59482","84042","735",";55;79"
"2013-08-29 17_17_00","66008","219570","107",";99;50"
"2013-08-29 17_17_02","56106","275305","386",";67;34"
"2013-08-29 17_17_03","59679","504908","243",";81;23"
"2013-08-29 17_17_04","61147","566667","485",";67;41"
"2013-08-29 17_17_04","54397","236528","870",";81;48"
"2013-08-29 17_17_05","53554","2412685","124",";36;9"
"2013-08-29 17_17_10","62123","173943","509",";99;89"
"2013-08-29 17_17_12","51444","606064","1054",";81;88"
"2013-08-29 17_17_13","52298","305951","520",";46;73"
"2013-08-29 17_17_15","61168","382340","407",";67;87"
"2013-08-29 17_17_15","59978","162783","515",";55;1"
"2013-08-29 17_17_17","49920","2422629","557",";36;11"
"2013-08-29 17_17_18","54548","204913","558",";49;26"
"2013-08-29 17_17_19","49250","2424578","215",";36;76"
"2013-08-29 17_17_20","58514","277690","219",";46;54"
"2013-08-29 17_17_21","65444","69591","543",";49;22"
"2013-08-29 17_17_22","54033","189498","188",";46;57"
"2013-08-29 17_17_22","61490","540847","1020",";49;38"
"2013-08-29 17_17_23","48945","2421850","796",";49;65"
"2013-08-29 17_17_23","50753","378199","225",";99;96"
"2013-08-29 17_17_28","48855","101819","454",";81;80"
"2013-08-29 17_17_28","63987","148233","479",";81;63"
"2013-08-29 17_17_30","52752","428524","714",";81;64"
"2013-08-29 17_17_30","52343","675584","281",";46;61"
"2013-08-29 17_17_31","62214","363487","974",";81;94"
"2013-08-29 17_17_34","64286","122544","255",";97;82"
"2013-08-29 17_17_35","55740","722458","890",";69;58"
"2013-08-29 17_17_35","62976","568245","1078",";52;21"
"2013-08-29 17_17_37","55136","451072","1058",";49;24"
"2013-08-29 17_17_42","57855","476594","841",";97;45"
"2013-08-29 17_17_43","54000","304927","921",";81;34"
"2013-08-29 17_17_44","55356","122852","422",";97;79"
"2013-08-29 17_17_46","54451","274601","996",";49;48"
"2013-08-29 17_17_48","53554","2455560","854",";36;9"
"2013-08-29 17_17_50","57956","86940","309",";97;41"
"2013-08-29 17_17_50","58075","537056","880",";46;23"
"2013-08-29 17_17_51","54007","72877","494",";99;88"
"2013-08-29 17_17_51","61841","264474","502",";46;50"
"2013-08-29 17_17_54","53902","348044","299",";81;73"
"2013-08-29 17_17_56","49920","2460764","103",";36;11"
"2013-08-29 17_17_56","59614","216331","180",";49;89"
"2013-08-29 17_17_58","54029","375306","327",";52;76"
"2013-08-29 17_17_59","45874","2463302","550",";36;96"
"2013-08-29 17_17_59","47806","2457805","749",";97;65"
"2013-08-29 17_17_59","56937","211055","244",";81;1"
"2013-08-29 17_17_59","56600","241421","102",";67;26"
"2013-08-29 17_18_01","57977","425516","404",";97;87"
"2013-08-29 17_18_04","50961","135433","144",";67;80"
"2013-08-29 17_18_05","54552","237020","406",";97;57"
"2013-08-29 17_18_07","62581","317759","692",";52;54"
"2013-08-29 17_18_10","55315","472760","548",";99;64"
"2013-08-29 17_18_10","63393","580385","420",";69;38"
"2013-08-29 17_18_11","54001","74794","425",";49;61"
"2013-08-29 17_18_13","63786","115555","273",";46;22"
"2013-08-29 17_18_15","55740","763344","910",";69;58"
"2013-08-29 17_18_19","62383","201532","359",";46;63"
"2013-08-29 17_18_19","53997","489272","200",";97;24"
"2013-08-29 17_18_21","61129","409011","541",";97;94"
"2013-08-29 17_18_22","60567","626986","627",";49;21"
"2013-08-29 17_18_25","56563","359865","677",";99;34"
"2013-08-29 17_18_26","63767","174432","579",";46;82"
"2013-08-29 17_18_27","59426","169267","134",";60;79"
"2013-08-29 17_18_27","56354","312971","1034",";69;48"
"2013-08-29 17_18_28","61925","532368","564",";60;45"
"2013-08-29 17_18_29","54429","106060","388",";60;88"
"2013-08-29 17_18_30","66587","219183","835",";52;84"
"2013-08-29 17_18_31","59485","2497321","933",";68;9"
"2013-08-29 17_18_34","45874","2498510","194",";36;96"
"2013-08-29 17_18_35","52817","393517","508",";97;73"
"2013-08-29 17_18_35","52186","2492359","286",";51;65"
"2013-08-29 17_18_35","49920","2500003","308",";36;11"
"2013-08-29 17_18_36","61147","125631","120",";67;41"
"2013-08-29 17_18_36","54551","412386","152",";60;76"
"2013-08-29 17_18_37","62142","586179","683",";52;23"
"2013-08-29 17_18_40","51896","163938","206",";55;80"
"2013-08-29 17_18_41","54494","280059","567",";81;26"
"2013-08-29 17_18_41","62360","323034","922",";97;50"
"2013-08-29 17_18_43","62123","78842","796",";99;89"
"2013-08-29 17_18_43","58894","257473","859",";69;1"
"2013-08-29 17_18_47","57458","478881","157",";46;87"
"2013-08-29 17_18_47","57743","275678","695",";67;57"
"2013-08-29 17_18_49","50436","2513988","452",";36;64"
"2013-08-29 17_18_52","55904","114291","912",";69;61"
"2013-08-29 17_18_55","62075","369961","916",";69;54"
"2013-08-29 17_18_56","52179","77701","1058",";46;58"
"2013-08-29 17_19_02","57188","529569","227",";67;24"
"2013-08-29 17_19_06","52915","388527","132",";97;34"
"2013-08-29 17_19_06","67347","171814","369",";69;22"
"2013-08-29 17_19_08","50359","146954","135",";97;88"
"2013-08-29 17_19_09","56503","351330","689",";67;48"
"2013-08-29 17_19_09","45874","2533704","400",";36;96"
"2013-08-29 17_19_10","59832","69683","749",";46;38"
"2013-08-29 17_19_10","63076","681032","1055",";99;21"
"2013-08-29 17_19_10","60610","465972","1090",";46;94"
"2013-08-29 17_19_11","64041","246962","982",";49;63"
"2013-08-29 17_19_11","52532","2525797","533",";3;65"
"2013-08-29 17_19_11","55356","209022","591",";97;79"
"2013-08-29 17_19_14","53554","2541360","1028",";36;9"
"2013-08-29 17_19_14","60897","572723","307",";69;45"
"2013-08-29 17_19_15","49920","2539167","310",";36;11"
"2013-08-29 17_19_15","51566","443567","947",";81;76"
"2013-08-29 17_19_16","55859","423814","679",";69;73"
"2013-08-29 17_19_16","48909","203923","245",";49;80"
"2013-08-29 17_19_19","67328","230095","468",";69;82"
"2013-08-29 17_19_22","59041","177507","399",";81;41"
"2013-08-29 17_19_23","54548","328739","1068",";49;26"
"2013-08-29 17_19_24","59733","635607","655",";49;23"
"2013-08-29 17_19_27","55333","287794","904",";46;1"
"2013-08-29 17_19_29","55737","72322","910",";60;64"
"2013-08-29 17_19_29","59614","127120","543",";49;89"
"2013-08-29 17_19_30","54033","317062","428",";46;57"
"2013-08-29 17_19_32","65402","366390","516",";69;50"
"2013-08-29 17_19_33","59116","521828","546",";49;87"
"2013-08-29 17_19_33","52343","149419","386",";46;61"
"2013-08-29 17_19_37","53783","113390","841",";81;58"
"2013-08-29 17_19_42","58514","418805","1086",";46;54"
"2013-08-29 17_19_44","53997","572955","443",";97;24"
"2013-08-29 17_19_44","45874","2568986","347",";36;96"
"2013-08-29 17_19_46","54485","177988","633",";55;88"
"2013-08-29 17_19_47","54095","2568534","657",";16;65"
"2013-08-29 17_19_47","54054","426175","522",";49;34"
"2013-08-29 17_19_50","54397","402396","340",";81;48"
"2013-08-29 17_19_52","52150","232256","329",";51;80"
"2013-08-29 17_19_53","54607","486986","618",";55;76"
"2013-08-29 17_19_54","49920","2578254","169",";36;11"
"2013-08-29 17_19_54","59004","259509","789",";99;79"
"2013-08-29 17_19_57","56008","467795","179",";67;73"
"2013-08-29 17_19_57","59485","2583118","989",";68;9"
"2013-08-29 17_19_58","62470","714066","119",";69;21"
"2013-08-29 17_19_58","63999","109355","692",";99;38"
"2013-08-29 17_19_58","65444","226785","622",";49;22"
"2013-08-29 17_19_59","60610","70971","157",";46;94"
"2013-08-29 17_20_00","61503","626778","608",";99;45"
"2013-08-29 17_20_02","62902","296568","272",";97;63"
"2013-08-29 17_20_04","56957","359583","196",";52;26"
"2013-08-29 17_20_08","61504","213505","218",";52;41"
"2013-08-29 17_20_09","52806","114163","273",";49;64"
"2013-08-29 17_20_10","58075","676278","519",";46;23"
"2013-08-29 17_20_11","67934","277799","137",";99;82"
"2013-08-29 17_20_11","59922","341081","731",";60;1"
"2013-08-29 17_20_13","54552","364997","809",";97;57"
"2013-08-29 17_20_13","66230","325001","954",";67;84"
