time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT,SERVICES_ENGAGED
"2013-08-22 14_31_41","7061","11702","106",";7;9"
"2013-08-22 14_31_41","7866","16188","39",";3;6"
"2013-08-22 14_31_41","8117","14563","12",";7;1"
"2013-08-22 14_31_41","7130","10455","74",";8;2"
"2013-08-22 14_31_41","7459","12685","96",";3;9"
"2013-08-22 14_31_42","7866","16777","51",";3;6"
"2013-08-22 14_31_42","8626","14680","53",";8;1"
"2013-08-22 14_31_42","6458","10554","52",";3;2"
"2013-08-22 14_31_42","7061","12621","29",";7;9"
"2013-08-22 14_31_42","8416","17314","97",";3;6"
"2013-08-22 14_31_42","8626","15131","98",";8;1"
"2013-08-22 14_31_42","7030","13520","30",";3;9"
"2013-08-22 14_31_42","7130","11488","79",";8;2"
"2013-08-22 14_31_43","8416","17788","92",";3;6"
"2013-08-22 14_31_43","9437","9597","64",";7;1"
"2013-08-22 14_31_43","6632","13554","21",";7;9"
"2013-08-22 14_31_43","6458","11697","72",";3;2"
"2013-08-22 14_31_43","9437","10063","14",";7;1"
"2013-08-22 14_31_43","8416","8102","32",";3;6"
"2013-08-22 14_31_43","7030","14407","94",";3;9"
"2013-08-22 14_31_44","6458","12115","33",";3;2"
"2013-08-22 14_31_44","9437","10488","77",";7;1"
"2013-08-22 14_31_44","7061","14377","15",";7;9"
"2013-08-22 14_31_44","8416","8688","62",";3;6"
"2013-08-22 14_31_44","9437","10902","61",";7;1"
"2013-08-22 14_31_44","6458","12551","109",";3;2"
"2013-08-22 14_31_44","7919","14667","43",";7;9"
"2013-08-22 14_31_45","8416","9176","55",";3;6"
"2013-08-22 14_31_45","8997","11079","26",";7;1"
"2013-08-22 14_31_45","6458","13063","37",";3;2"
"2013-08-22 14_31_45","7919","15156","19",";7;9"
"2013-08-22 14_31_45","8416","9601","44",";3;6"
"2013-08-22 14_31_45","8997","11572","87",";7;1"
"2013-08-22 14_31_45","7919","15560","41",";7;9"
"2013-08-22 14_31_45","5886","13580","108",";3;2"
"2013-08-22 14_31_46","8416","10014","110",";3;6"
"2013-08-22 14_31_46","8626","11480","88",";8;1"
"2013-08-22 14_31_46","8348","8593","103",";7;9"
"2013-08-22 14_31_46","5886","13880","31",";3;2"
"2013-08-22 14_31_46","8997","12416","16",";7;1"
"2013-08-22 14_31_46","7866","10580","40",";3;6"
"2013-08-22 14_31_46","8348","9098","75",";7;9"
"2013-08-22 14_31_47","8205","13872","45",";7;2"
"2013-08-22 14_31_47","8997","12855","76",";7;1"
"2013-08-22 14_31_47","8348","9358","81",";7;9"
"2013-08-22 14_31_47","7866","11022","78",";3;6"
"2013-08-22 14_31_47","8626","12972","60",";8;1"
"2013-08-22 14_31_47","5886","15072","107",";3;2"
"2013-08-22 14_31_47","7988","9185","66",";8;9"
"2013-08-22 14_31_48","7866","11389","38",";3;6"
"2013-08-22 14_31_48","8557","13577","85",";7;1"
"2013-08-22 14_31_48","8205","15055","58",";7;2"
"2013-08-22 14_31_48","8348","10168","22",";7;9"
"2013-08-22 14_31_48","7347","11341","34",";7;6"
"2013-08-22 14_31_48","8526","13380","90",";3;1"
"2013-08-22 14_31_48","7919","10521","49",";7;9"
"2013-08-22 14_31_48","6458","16102","91",";3;2"
"2013-08-22 14_31_49","7866","12488","105",";3;6"
"2013-08-22 14_31_49","8626","14198","70",";8;1"
"2013-08-22 14_31_49","7988","10677","25",";8;9"
"2013-08-22 14_31_49","7030","16550","28",";3;2"
"2013-08-22 14_31_49","8186","14555","50",";8;1"
"2013-08-22 14_31_49","7347","12523","42",";7;6"
"2013-08-22 14_31_49","7459","10660","89",";3;9"
"2013-08-22 14_31_50","8174","16978","104",";3;2"
"2013-08-22 14_31_50","8186","14949","47",";8;1"
"2013-08-22 14_31_50","7919","11902","46",";7;9"
"2013-08-22 14_31_50","7866","13614","67",";3;6"
"2013-08-22 14_31_50","9877","9673","82",";7;1"
"2013-08-22 14_31_50","8174","7563","12",";3;2"
"2013-08-22 14_31_50","7559","12068","102",";8;9"
"2013-08-22 14_31_51","7897","13622","20",";7;6"
"2013-08-22 14_31_51","9437","10088","83",";7;1"
"2013-08-22 14_31_51","8174","8155","74",";3;2"
"2013-08-22 14_31_51","7459","12121","18",";3;9"
"2013-08-22 14_31_51","7316","14776","63",";3;6"
"2013-08-22 14_31_51","9437","10476","54",";7;1"
"2013-08-22 14_31_51","7030","12577","93",";3;9"
"2013-08-22 14_31_51","8174","8681","96",";3;2"
"2013-08-22 14_31_52","7347","14729","71",";7;6"
"2013-08-22 14_31_52","9437","10855","56",";7;1"
"2013-08-22 14_31_52","7559","13307","101",";8;9"
"2013-08-22 14_31_52","8174","9150","51",";3;2"
"2013-08-22 14_31_52","8997","11088","11",";7;1"
"2013-08-22 14_31_52","8447","15076","65",";7;6"
"2013-08-22 14_31_52","7030","13293","68",";3;9"
"2013-08-22 14_31_53","8174","9480","53",";3;2"
"2013-08-22 14_31_53","8997","11580","13",";7;1"
"2013-08-22 14_31_53","6601","13607","69",";3;9"
"2013-08-22 14_31_53","7866","7089","43",";3;6"
"2013-08-22 14_31_53","7702","9471","98",";8;2"
"2013-08-22 14_31_53","8626","11488","24",";8;1"
"2013-08-22 14_31_53","7030","14001","99",";3;9"
"2013-08-22 14_31_54","7966","7776","109",";8;6"
"2013-08-22 14_31_54","8997","12416","73",";7;1"
"2013-08-22 14_31_54","7061","9989","79",";7;2"
"2013-08-22 14_31_54","7030","14501","57",";3;9"
"2013-08-22 14_31_54","7897","8798","15",";7;6"
"2013-08-22 14_31_54","8626","12397","95",";8;1"
"2013-08-22 14_31_54","7459","14677","80",";3;9"
"2013-08-22 14_31_54","7602","11155","52",";3;2"
"2013-08-22 14_31_55","7316","8776","55",";3;6"
"2013-08-22 14_31_55","8086","12597","23",";3;1"
"2013-08-22 14_31_55","9206","14684","59",";7;9"
"2013-08-22 14_31_55","7061","10962","92",";7;2"
"2013-08-22 14_31_55","8997","13699","100",";7;1"
"2013-08-22 14_31_55","7897","9987","62",";7;6"
"2013-08-22 14_31_55","7459","15601","27",";3;9"
"2013-08-22 14_31_56","7702","11816","30",";8;2"
"2013-08-22 14_31_56","8086","13563","35",";3;1"
"2013-08-22 14_31_56","9206","15568","84",";7;9"
"2013-08-22 14_31_56","7966","10127","61",";8;6"
"2013-08-22 14_31_56","7602","12915","29",";3;2"
"2013-08-22 14_31_56","8557","14588","17",";7;1"
"2013-08-22 14_31_56","7459","16507","86",";3;9"
"2013-08-22 14_31_57","7316","10306","26",";3;6"
"2013-08-22 14_31_57","8086","14441","39",";3;1"
"2013-08-22 14_31_57","7061","12598","64",";7;2"
"2013-08-22 14_31_57","9206","16555","36",";7;9"
"2013-08-22 14_31_57","7316","10789","37",";3;6"
"2013-08-22 14_31_57","8086","14897","106",";3;1"
"2013-08-22 14_31_57","8317","17377","48",";3;9"
"2013-08-22 14_31_57","7602","13888","97",";3;2"
"2013-08-22 14_31_58","7316","11377","19",";3;6"
"2013-08-22 14_31_58","9437","9555","76",";7;1"
"2013-08-22 14_31_58","9635","9777","45",";7;9"
"2013-08-22 14_31_58","7061","13751","21",";7;2"
"2013-08-22 14_31_58","8997","9571","60",";7;1"
"2013-08-22 14_31_58","6766","11700","44",";3;6"
"2013-08-22 14_31_58","9206","10060","81",";7;9"
"2013-08-22 14_31_59","6489","14097","72",";7;2"
"2013-08-22 14_31_59","8626","9576","85",";8;1"
"2013-08-22 14_31_59","9206","10500","78",";7;9"
"2013-08-22 14_31_59","6766","12197","87",";3;6"
"2013-08-22 14_31_59","8997","10572","107",";7;1"
"2013-08-22 14_31_59","7061","14562","14",";7;2"
"2013-08-22 14_31_59","8777","10585","66",";7;9"
"2013-08-22 14_32_00","6766","12681","41",";3;6"
"2013-08-22 14_32_00","8086","10080","90",";3;1"
"2013-08-22 14_32_00","7633","15078","32",";7;2"
"2013-08-22 14_32_00","8417","10567","22",";8;9"
"2013-08-22 14_32_00","6766","13206","108",";3;6"
"2013-08-22 14_32_00","8086","10301","91",";3;1"
"2013-08-22 14_32_00","8777","11468","38",";7;9"
"2013-08-22 14_32_00","7633","15601","94",";7;2"
"2013-08-22 14_32_01","6216","13514","110",";3;6"
"2013-08-22 14_32_01","8086","10664","105",";3;1"
"2013-08-22 14_32_01","8417","11560","58",";8;9"
"2013-08-22 14_32_01","7633","15915","33",";7;2"
"2013-08-22 14_32_01","8086","10751","28",";3;1"
"2013-08-22 14_32_01","7897","13580","40",";7;6"
"2013-08-22 14_32_01","7888","11519","49",";3;9"
"2013-08-22 14_32_02","7633","16488","77",";7;2"
"2013-08-22 14_32_02","7646","11054","50",";3;1"
"2013-08-22 14_32_02","8417","12321","34",";8;9"
"2013-08-22 14_32_02","6216","14704","88",";3;6"
"2013-08-22 14_32_02","9890","8902","101",";3;2"
"2013-08-22 14_32_02","8086","11497","42",";3;1"
"2013-08-22 14_32_02","7888","12102","70",";3;9"
"2013-08-22 14_32_03","7897","14741","16",";7;6"
"2013-08-22 14_32_03","8997","11397","46",";7;1"
"2013-08-22 14_32_03","9990","9701","71",";8;2"
"2013-08-22 14_32_03","7888","12576","25",";3;9"
"2013-08-22 14_32_03","6216","15814","103",";3;6"
"2013-08-22 14_32_03","8086","12455","89",";3;1"
"2013-08-22 14_32_03","8317","12282","104",";3;9"
"2013-08-22 14_32_03","9318","9950","51",";3;2"
"2013-08-22 14_32_04","9547","15804","75",";7;6"
"2013-08-22 14_32_04","8997","12389","67",";7;1"
"2013-08-22 14_32_04","8777","8620","73",";7;9"
"2013-08-22 14_32_04","9990","10855","56",";8;2"
"2013-08-22 14_32_04","8997","12571","82",";7;1"
"2013-08-22 14_32_04","7316","16806","31",";3;6"
"2013-08-22 14_32_04","8348","9093","79",";7;9"
"2013-08-22 14_32_05","9318","10988","11",";3;2"
"2013-08-22 14_32_05","8526","13551","47",";3;1"
"2013-08-22 14_32_05","8348","9501","57",";7;9"
"2013-08-22 14_32_05","7866","7589","84",";3;6"
"2013-08-22 14_32_05","8997","13563","12",";7;1"
"2013-08-22 14_32_05","9318","11550","65",";3;2"
"2013-08-22 14_32_05","8348","9776","15",";7;9"
"2013-08-22 14_32_06","7866","8128","61",";3;6"
"2013-08-22 14_32_06","8997","13963","102",";7;1"
"2013-08-22 14_32_06","9318","12088","68",";3;2"
"2013-08-22 14_32_06","7919","10102","95",";7;9"
"2013-08-22 14_32_06","7866","8414","17",";3;6"
"2013-08-22 14_32_06","9437","14297","20",";7;1"
"2013-08-22 14_32_06","7919","10577","80",";7;9"
"2013-08-22 14_32_06","8746","12380","53",";3;2"
"2013-08-22 14_32_07","7866","8941","29",";3;6"
"2013-08-22 14_32_07","8997","14589","83",";7;1"
"2013-08-22 14_32_07","7919","10959","52",";7;9"
"2013-08-22 14_32_07","8746","12880","13",";3;2"
"2013-08-22 14_32_07","8997","14955","74",";7;1"
"2013-08-22 14_32_07","7866","9427","86",";3;6"
"2013-08-22 14_32_07","7919","11256","55",";7;9"
"2013-08-22 14_32_08","8746","13361","43",";3;2"
"2013-08-22 14_32_08","9506","14971","93",";8;1"
"2013-08-22 14_32_08","7490","11601","23",";7;9"
"2013-08-22 14_32_08","7316","9906","26",";3;6"
"2013-08-22 14_32_08","8997","15915","18",";7;1"
"2013-08-22 14_32_08","8205","13351","109",";7;2"
"2013-08-22 14_32_08","7559","11666","62",";8;9"
"2013-08-22 14_32_09","7316","10288","39",";3;6"
"2013-08-22 14_32_09","9946","15880","96",";8;1"
"2013-08-22 14_32_09","8746","14501","69",";3;2"
"2013-08-22 14_32_09","7490","12585","59",";7;9"
"2013-08-22 14_32_09","6797","10323","106",";7;6"
"2013-08-22 14_32_09","9437","16751","63",";7;1"
"2013-08-22 14_32_09","7130","12607","100",";8;9"
"2013-08-22 14_32_09","8174","14788","24",";3;2"
"2013-08-22 14_32_10","7316","11376","36",";3;6"
"2013-08-22 14_32_10","9437","17077","54",";7;1"
"2013-08-22 14_32_10","7888","12721","30",";3;9"
"2013-08-22 14_32_10","8174","15372","98",";3;2"
"2013-08-22 14_32_10","9406","9479","66",";3;1"
"2013-08-22 14_32_10","6797","11497","48",";7;6"
"2013-08-22 14_32_10","7490","13868","92",";7;9"
"2013-08-22 14_32_11","8174","15797","99",";3;2"
"2013-08-22 14_32_11","9406","9855","41",";3;1"
"2013-08-22 14_32_11","7888","13666","35",";3;9"
"2013-08-22 14_32_11","7316","12522","64",";3;6"
"2013-08-22 14_32_11","8777","8188","77",";7;2"
"2013-08-22 14_32_11","9506","10573","107",";8;1"
"2013-08-22 14_32_11","7559","14501","27",";8;9"
"2013-08-22 14_32_12","6797","12613","97",";7;6"
"2013-08-22 14_32_12","8966","10581","90",";3;1"
"2013-08-22 14_32_12","8777","8654","50",";7;2"
"2013-08-22 14_32_12","8777","9020","49",";7;9"
"2013-08-22 14_32_12","6766","13589","37",";3;6"
"2013-08-22 14_32_12","9506","11562","14",";8;1"
"2013-08-22 14_32_12","8348","9020","34",";7;9"
"2013-08-22 14_32_12","7030","7550","51",";3;2"
"2013-08-22 14_32_13","6247","13581","19",";7;6"
"2013-08-22 14_32_13","8966","11476","32",";3;1"
"2013-08-22 14_32_13","8348","9485","88",";7;9"
"2013-08-22 14_32_13","7602","7372","82",";3;2"
"2013-08-22 14_32_13","8966","11963","22",";3;1"
"2013-08-22 14_32_13","6797","14080","76",";7;6"
"2013-08-22 14_32_13","7919","9607","101",";7;9"
"2013-08-22 14_32_14","7061","7450","47",";7;2"
"2013-08-22 14_32_14","8966","12180","108",";3;1"
"2013-08-22 14_32_14","7919","10101","42",";7;9"
"2013-08-22 14_32_14","6797","14598","45",";7;6"
"2013-08-22 14_32_14","8526","12501","91",";3;1"
"2013-08-22 14_32_14","7602","8488","79",";3;2"
"2013-08-22 14_32_14","7559","10102","46",";8;9"
"2013-08-22 14_32_15","7347","14976","21",";7;6"
"2013-08-22 14_32_15","8526","12962","38",";3;1"
"2013-08-22 14_32_15","7061","8563","84",";7;2"
"2013-08-22 14_32_15","7919","11000","70",";7;9"
"2013-08-22 14_32_15","7347","15397","60",";7;6"
"2013-08-22 14_32_15","8526","13302","94",";3;1"
"2013-08-22 14_32_15","7459","10793","103",";3;9"
"2013-08-22 14_32_15","7602","9680","31",";3;2"
"2013-08-22 14_32_16","7897","15902","44",";7;6"
"2013-08-22 14_32_16","8209","13455","58",";4;1"
"2013-08-22 14_32_16","7559","11577","25",";8;9"
"2013-08-22 14_32_16","7061","9697","57",";7;2"
"2013-08-22 14_32_16","8086","14088","110",";3;1"
"2013-08-22 14_32_16","8516","15923","78",";8;6"
"2013-08-22 14_32_16","7919","12420","16",";7;9"
"2013-08-22 14_32_17","7030","10588","11",";3;2"
"2013-08-22 14_32_17","8997","14055","40",";7;1"
"2013-08-22 14_32_17","7459","12160","89",";3;9"
"2013-08-22 14_32_17","7897","17080","81",";7;6"
"2013-08-22 14_32_17","8086","15211","105",";3;1"
"2013-08-22 14_32_17","7559","13051","71",";8;9"
"2013-08-22 14_32_17","6489","10703","12",";7;2"
"2013-08-22 14_32_18","9066","17097","87",";8;6"
"2013-08-22 14_32_18","8997","15051","28",";7;1"
"2013-08-22 14_32_18","6489","11150","65",";7;2"
"2013-08-22 14_32_18","7459","13081","104",";3;9"
"2013-08-22 14_32_18","8447","18023","72",";7;6"
"2013-08-22 14_32_18","8526","15715","33",";3;1"
"2013-08-22 14_32_18","7459","13193","67",";3;9"
"2013-08-22 14_32_18","7061","11672","15",";7;2"
"2013-08-22 14_32_19","8997","18500","85",";7;6"
"2013-08-22 14_32_19","9846","10055","74",";3;1"
"2013-08-22 14_32_19","7459","13684","75",";3;9"
"2013-08-22 14_32_19","7061","12101","61",";7;2"
"2013-08-22 14_32_19","9846","10501","86",";3;1"
"2013-08-22 14_32_19","8997","8722","106",";7;6"
"2013-08-22 14_32_19","7030","14020","73",";3;9"
"2013-08-22 14_32_20","7061","12462","102",";7;2"
"2013-08-22 14_32_20","9846","10950","55",";3;1"
"2013-08-22 14_32_20","7459","14359","56",";3;9"
"2013-08-22 14_32_20","8997","9176","63",";7;6"
"2013-08-22 14_32_20","6489","12989","68",";7;2"
"2013-08-22 14_32_20","9846","11163","43",";3;1"
"2013-08-22 14_32_20","7888","7693","77",";3;9"
"2013-08-22 14_32_21","8997","9628","100",";7;6"
"2013-08-22 14_32_21","9406","11572","93",";3;1"
"2013-08-22 14_32_21","6558","13097","20",";8;2"
"2013-08-22 14_32_21","7888","8177","107",";3;9"
"2013-08-22 14_32_21","8997","10214","24",";7;6"
"2013-08-22 14_32_21","9406","11896","23",";3;1"
"2013-08-22 14_32_21","7459","8500","27",";3;9"
"2013-08-22 14_32_21","6489","14097","95",";7;2"
"2013-08-22 14_32_22","8447","10576","36",";7;6"
"2013-08-22 14_32_22","9406","12379","26",";3;1"
"2013-08-22 14_32_22","7459","8893","97",";3;9"
"2013-08-22 14_32_22","7130","14271","80",";8;2"
"2013-08-22 14_32_22","8966","12549","109",";3;1"
"2013-08-22 14_32_22","7966","10605","66",";8;6"
"2013-08-22 14_32_22","7061","8668","14",";7;9"
"2013-08-22 14_32_23","6489","15088","17",";7;2"
"2013-08-22 14_32_23","8557","12580","96",";7;1"
"2013-08-22 14_32_23","7459","9685","90",";3;9"
"2013-08-22 14_32_23","8447","11701","54",";7;6"
"2013-08-22 14_32_23","8966","13515","18",";3;1"
"2013-08-22 14_32_23","9318","14955","52",";3;2"
"2013-08-22 14_32_23","6632","9520","34",";7;9"
"2013-08-22 14_32_24","8447","12141","30",";7;6"
"2013-08-22 14_32_24","8997","13481","59",";7;1"
"2013-08-22 14_32_24","7130","15980","53",";8;2"
"2013-08-22 14_32_24","7030","10560","50",";3;9"
"2013-08-22 14_32_24","7966","12298","48",";8;6"
"2013-08-22 14_32_24","8966","14462","62",";3;1"
"2013-08-22 14_32_24","6632","10456","51",";7;9"
"2013-08-22 14_32_24","9890","15980","13",";3;2"
"2013-08-22 14_32_25","7866","12523","99",";3;6"
"2013-08-22 14_32_25","8997","14401","69",";7;1"
"2013-08-22 14_32_25","7030","11520","49",";3;9"
"2013-08-22 14_32_25","8274","16915","29",";8;2"
"2013-08-22 14_32_25","8966","15363","39",";3;1"
"2013-08-22 14_32_25","8447","13798","98",";7;6"
"2013-08-22 14_32_25","6632","11256","19",";7;9"
"2013-08-22 14_32_26","8274","17488","83",";8;2"
"2013-08-22 14_32_26","9406","9563","38",";3;1"
"2013-08-22 14_32_26","7030","12368","37",";3;9"
"2013-08-22 14_32_26","7966","14087","92",";8;6"
"2013-08-22 14_32_26","9406","9963","84",";3;1"
"2013-08-22 14_32_26","8777","7960","81",";7;2"
"2013-08-22 14_32_26","6632","12181","32",";7;9"
"2013-08-22 14_32_27","7866","14281","41",";3;6"
"2013-08-22 14_32_27","9406","10398","70",";3;1"
"2013-08-22 14_32_27","8777","8555","89",";7;2"
"2013-08-22 14_32_27","6203","12586","88",";7;9"
"2013-08-22 14_32_27","7316","14789","35",";3;6"
"2013-08-22 14_32_27","9406","10672","60",";3;1"
"2013-08-22 14_32_27","6203","12876","82",";7;9"
"2013-08-22 14_32_27","8205","8601","71",";7;2"
"2013-08-22 14_32_28","7316","15323","64",";3;6"
"2013-08-22 14_32_28","8966","11000","94",";3;1"
"2013-08-22 14_32_28","6632","13167","22",";7;9"
"2013-08-22 14_32_28","8205","9162","105",";7;2"
"2013-08-22 14_32_28","8966","11487","103",";3;1"
"2013-08-22 14_32_28","7866","7528","86",";3;6"
"2013-08-22 14_32_28","6632","13660","76",";7;9"
"2013-08-22 14_32_29","8274","9450","28",";8;2"
"2013-08-22 14_32_29","8966","11880","31",";3;1"
"2013-08-22 14_32_29","7559","13500","42",";8;9"
"2013-08-22 14_32_29","7897","7676","55",";7;6"
"2013-08-22 14_32_29","8205","10361","12",";7;2"
"2013-08-22 14_32_29","8526","12077","44",";3;1"
"2013-08-22 14_32_29","6632","14507","101",";7;9"
"2013-08-22 14_32_30","7866","8722","106",";3;6"
"2013-08-22 14_32_30","8117","12088","110",";7;1"
"2013-08-22 14_32_30","7702","10577","104",";8;2"
"2013-08-22 14_32_30","7061","14755","47",";7;9"
"2013-08-22 14_32_30","7347","8780","56",";7;6"
"2013-08-22 14_32_30","8526","13055","58",";3;1"
"2013-08-22 14_32_30","7988","14977","45",";8;9"
"2013-08-22 14_32_30","8205","11472","87",";7;2"
"2013-08-22 14_32_31","7866","9842","73",";3;6"
"2013-08-22 14_32_31","8117","12997","78",";7;1"
"2013-08-22 14_32_31","9175","15001","46",";3;9"
"2013-08-22 14_32_31","7602","11314","33",";3;2"
"2013-08-22 14_32_31","8526","13852","25",";3;1"
"2013-08-22 14_32_31","7347","9976","63",";7;6"
"2013-08-22 14_32_31","7490","16185","108",";7;9"
"2013-08-22 14_32_32","7702","12350","65",";8;2"
"2013-08-22 14_32_32","8117","13916","16",";7;1"
"2013-08-22 14_32_32","8846","16193","79",";8;9"
"2013-08-22 14_32_32","7866","10789","102",";3;6"
"2013-08-22 14_32_32","8526","14697","57",";3;1"
"2013-08-22 14_32_32","7602","12488","67",";3;2"
"2013-08-22 14_32_32","9175","16456","21",";3;9"
"2013-08-22 14_32_33","7347","10813","68",";7;6"
"2013-08-22 14_32_33","8557","14688","11",";7;1"
"2013-08-22 14_32_33","7030","12972","15",";3;2"
"2013-08-22 14_32_33","8846","17107","91",";8;9"
"2013-08-22 14_32_33","7347","11389","43",";7;6"
"2013-08-22 14_32_33","8557","15054","40",";7;1"
"2013-08-22 14_32_33","9604","9876","80",";3;9"
"2013-08-22 14_32_33","7702","13897","72",";8;2"
"2013-08-22 14_32_34","7347","11914","77",";7;6"
"2013-08-22 14_32_34","8557","8579","59",";7;1"
"2013-08-22 14_32_34","9604","10155","109",";3;9"
"2013-08-22 14_32_34","7030","13877","85",";3;2"
"2013-08-22 14_32_34","8557","8671","48",";7;1"
"2013-08-22 14_32_34","6797","12327","100",";7;6"
"2013-08-22 14_32_34","9175","10585","66",";3;9"
"2013-08-22 14_32_35","7030","14455","74",";3;2"
"2013-08-22 14_32_35","8117","9062","62",";7;1"
"2013-08-22 14_32_35","9175","11067","14",";3;9"
"2013-08-22 14_32_35","6797","12698","93",";7;6"
"2013-08-22 14_32_35","7030","14980","75",";3;2"
"2013-08-22 14_32_35","8117","9450","51",";7;1"
"2013-08-22 14_32_35","9175","11293","17",";3;9"
"2013-08-22 14_32_36","6797","13198","107",";7;6"
"2013-08-22 14_32_36","8117","9880","13",";7;1"
"2013-08-22 14_32_36","7602","15302","61",";3;2"
"2013-08-22 14_32_36","9175","11685","96",";3;9"
"2013-08-22 14_32_36","7416","13223","27",";8;6"
"2013-08-22 14_32_36","7677","10097","99",";7;1"
"2013-08-22 14_32_36","8746","12085","90",";3;9"
"2013-08-22 14_32_36","8846","8180","88",";8;2"
"2013-08-22 14_32_37","6797","14323","20",";7;6"
"2013-08-22 14_32_37","7206","10063","39",";3;1"
"2013-08-22 14_32_37","8869","12160","52",";4;9"
"2013-08-22 14_32_37","8777","8372","60",";7;2"
"2013-08-22 14_32_37","7677","11000","69",";7;1"
"2013-08-22 14_32_37","8416","14105","26",";3;6"
"2013-08-22 14_32_37","8348","12419","30",";7;9"
"2013-08-22 14_32_38","8777","8871","82",";7;2"
"2013-08-22 14_32_38","7206","10971","98",";3;1"
"2013-08-22 14_32_38","8746","13482","54",";3;9"
"2013-08-22 14_32_38","6247","15313","24",";7;6"
"2013-08-22 14_32_38","8846","9955","89",";8;2"
"2013-08-22 14_32_38","7677","11916","49",";7;1"
"2013-08-22 14_32_38","8317","13520","34",";3;9"
"2013-08-22 14_32_39","7416","15523","95",";8;6"
"2013-08-22 14_32_39","7206","11950","19",";3;1"
"2013-08-22 14_32_39","8205","9900","71",";7;2"
"2013-08-22 14_32_39","8869","14120","18",";4;9"
"2013-08-22 14_32_39","8966","15814","97",";3;6"
"2013-08-22 14_32_39","7677","12714","29",";7;1"
"2013-08-22 14_32_39","8348","14084","53",";7;9"
"2013-08-22 14_32_39","8846","10963","35",";8;2"
"2013-08-22 14_32_40","6247","17022","23",";7;6"
"2013-08-22 14_32_40","7646","12688","83",";3;1"
"2013-08-22 14_32_40","8348","14560","50",";7;9"
"2013-08-22 14_32_40","8205","10897","64",";7;2"
"2013-08-22 14_32_40","7206","13062","38",";3;1"
"2013-08-22 14_32_40","7966","17176","36",";8;6"
"2013-08-22 14_32_40","9175","9507","101",";3;9"
"2013-08-22 14_32_41","8205","11402","94",";7;2"
"2013-08-22 14_32_41","7206","13462","92",";3;1"
"2013-08-22 14_32_41","9175","9901","106",";3;9"
"2013-08-22 14_32_41","7989","7214","67",";4;6"
"2013-08-22 14_32_41","8205","11962","22",";7;2"
"2013-08-22 14_32_41","7206","13961","37",";3;1"
"2013-08-22 14_32_41","9175","10193","110",";3;9"
"2013-08-22 14_32_42","7966","7723","57",";8;6"
"2013-08-22 14_32_42","7646","14063","84",";3;1"
"2013-08-22 14_32_42","7633","12362","105",";7;2"
"2013-08-22 14_32_42","8846","10159","58",";8;9"
"2013-08-22 14_32_42","7866","8276","21",";3;6"
"2013-08-22 14_32_42","7646","14555","81",";3;1"
"2013-08-22 14_32_42","8746","11082","104",";3;9"
"2013-08-22 14_32_42","7633","12788","103",";7;2"
"2013-08-22 14_32_43","7316","8715","68",";3;6"
"2013-08-22 14_32_43","8626","14497","70",";8;1"
"2013-08-22 14_32_43","8348","10719","73",";7;9"
"2013-08-22 14_32_43","7030","12950","28",";3;2"
"2013-08-22 14_32_43","7646","15477","32",";3;1"
"2013-08-22 14_32_43","7897","9988","102",";7;6"
"2013-08-22 14_32_43","8417","11578","45",";8;9"
"2013-08-22 14_32_44","7633","13900","86",";7;2"
"2013-08-22 14_32_44","8086","15855","41",";3;1"
"2013-08-22 14_32_44","8746","12555","47",";3;9"
"2013-08-22 14_32_44","7316","9713","11",";3;6"
"2013-08-22 14_32_44","7030","14080","31",";3;2"
"2013-08-22 14_32_44","8557","8155","74",";7;1"
"2013-08-22 14_32_44","7919","12100","78",";7;9"
"2013-08-22 14_32_45","7316","10198","15",";3;6"
"2013-08-22 14_32_45","8117","8563","62",";7;1"
"2013-08-22 14_32_45","7633","15055","76",";7;2"
"2013-08-22 14_32_45","8746","13360","56",";3;9"
"2013-08-22 14_32_45","7316","10728","91",";3;6"
"2013-08-22 14_32_45","8117","8961","14",";7;1"
"2013-08-22 14_32_45","8417","13476","87",";8;9"
"2013-08-22 14_32_45","7602","15150","55",";3;2"
"2013-08-22 14_32_46","6766","11188","43",";3;6"
"2013-08-22 14_32_46","8117","9372","93",";7;1"
"2013-08-22 14_32_46","7919","13501","46",";7;9"
"2013-08-22 14_32_46","8174","15696","42",";3;2"
"2013-08-22 14_32_46","7677","9579","75",";7;1"
"2013-08-22 14_32_46","6766","11581","40",";3;6"
"2013-08-22 14_32_46","7919","13820","33",";7;9"
"2013-08-22 14_32_47","8746","15976","44",";3;2"
"2013-08-22 14_32_47","7306","9581","13",";8;1"
"2013-08-22 14_32_47","7919","14176","25",";7;9"
"2013-08-22 14_32_47","6766","12097","80",";3;6"
"2013-08-22 14_32_47","8746","16602","12",";3;2"
"2013-08-22 14_32_47","7677","10588","51",";7;1"
"2013-08-22 14_32_47","7919","14657","63",";7;9"
"2013-08-22 14_32_48","6766","12622","72",";3;6"
"2013-08-22 14_32_48","7677","10987","17",";7;1"
"2013-08-22 14_32_48","9349","8577","54",";7;2"
"2013-08-22 14_32_48","7490","15085","108",";7;9"
"2013-08-22 14_32_48","6216","12914","77",";3;6"
"2013-08-22 14_32_48","7306","10979","96",";8;1"
"2013-08-22 14_32_48","7919","15255","65",";7;9"
"2013-08-22 14_32_48","9349","9088","24",";7;2"
