time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT,SERVICES_ENGAGED
"2013-08-22 12_36_55","8205","8071","28",";7;2"
"2013-08-22 12_36_55","10033","10142","48",";3;9"
"2013-08-22 12_36_55","7206","12742","107",";3;1"
"2013-08-22 12_36_55","7897","14771","101",";7;6"
"2013-08-22 12_36_55","8205","8554","76",";7;2"
"2013-08-22 12_36_55","9604","10601","72",";3;9"
"2013-08-22 12_36_56","6797","12685","34",";7;1"
"2013-08-22 12_36_56","7866","14712","30",";3;6"
"2013-08-22 12_36_56","9604","11033","90",";3;9"
"2013-08-22 12_36_56","8846","9454","77",";8;2"
"2013-08-22 12_36_56","6797","13032","96",";7;1"
"2013-08-22 12_36_56","9604","11242","93",";3;9"
"2013-08-22 12_36_56","7897","15871","57",";7;6"
"2013-08-22 12_36_57","8274","9901","94",";8;2"
"2013-08-22 12_36_57","7237","13342","43",";7;1"
"2013-08-22 12_36_57","9175","11585","103",";3;9"
"2013-08-22 12_36_57","8966","8212","80",";3;6"
"2013-08-22 12_36_57","8205","10052","24",";7;2"
"2013-08-22 12_36_57","7677","13642","15",";7;1"
"2013-08-22 12_36_57","9175","12085","58",";3;9"
"2013-08-22 12_36_58","8416","8771","51",";3;6"
"2013-08-22 12_36_58","7237","14042","105",";7;1"
"2013-08-22 12_36_58","8205","10611","12",";7;2"
"2013-08-22 12_36_58","9175","12442","92",";3;9"
"2013-08-22 12_36_58","7677","14501","55",";7;1"
"2013-08-22 12_36_58","8416","9271","21",";3;6"
"2013-08-22 12_36_58","7633","11153","52",";7;2"
"2013-08-22 12_36_58","9175","12701","20",";3;9"
"2013-08-22 12_36_59","8117","14800","36",";7;1"
"2013-08-22 12_36_59","8416","9671","69",";3;6"
"2013-08-22 12_36_59","8746","13042","87",";3;9"
"2013-08-22 12_36_59","7633","11611","25",";7;2"
"2013-08-22 12_36_59","9846","14533","31",";3;1"
"2013-08-22 12_36_59","8417","13001","27",";8;9"
"2013-08-22 12_36_59","7966","9653","83",";8;6"
"2013-08-22 12_37_00","7633","11871","106",";7;2"
"2013-08-22 12_37_00","8117","15584","17",";7;1"
"2013-08-22 12_37_00","8746","14001","46",";3;9"
"2013-08-22 12_37_00","8416","10711","37",";3;6"
"2013-08-22 12_37_00","7633","12411","82",";7;2"
"2013-08-22 12_37_00","8117","16001","19",";7;1"
"2013-08-22 12_37_00","8746","14333","54",";3;9"
"2013-08-22 12_37_01","7866","11153","11",";3;6"
"2013-08-22 12_37_01","8117","16500","65",";7;1"
"2013-08-22 12_37_01","7602","12401","59",";3;2"
"2013-08-22 12_37_01","8746","8931","26",";3;9"
"2013-08-22 12_37_01","8557","16884","50",";7;1"
"2013-08-22 12_37_01","7347","11071","61",";7;6"
"2013-08-22 12_37_01","7061","13554","40",";7;2"
"2013-08-22 12_37_01","8846","9542","22",";8;9"
"2013-08-22 12_37_02","8186","8042","60",";8;1"
"2013-08-22 12_37_02","7416","11754","74",";8;6"
"2013-08-22 12_37_02","8746","9843","38",";3;9"
"2013-08-22 12_37_02","7602","13571","63",";3;2"
"2013-08-22 12_37_02","8117","8385","68",";7;1"
"2013-08-22 12_37_02","8746","10243","84",";3;9"
"2013-08-22 12_37_02","7866","12853","49",";3;6"
"2013-08-22 12_37_03","7061","14712","98",";7;2"
"2013-08-22 12_37_03","8117","8842","14",";7;1"
"2013-08-22 12_37_03","9206","11284","89",";7;9"
"2013-08-22 12_37_03","7347","12811","62",";7;6"
"2013-08-22 12_37_03","7602","14771","78",";3;2"
"2013-08-22 12_37_03","8186","9433","53",";8;1"
"2013-08-22 12_37_03","8317","11032","85",";3;9"
"2013-08-22 12_37_04","7866","14012","39",";3;6"
"2013-08-22 12_37_04","7677","9542","18",";7;1"
"2013-08-22 12_37_04","7633","15571","64",";7;2"
"2013-08-22 12_37_04","8317","11400","47",";3;9"
"2013-08-22 12_37_04","7677","9842","45",";7;1"
"2013-08-22 12_37_04","7347","13910","73",";7;6"
"2013-08-22 12_37_04","8746","15671","42",";3;2"
"2013-08-22 12_37_04","8317","11785","41",";3;9"
"2013-08-22 12_37_05","7677","10342","29",";7;1"
"2013-08-22 12_37_05","7347","14253","110",";7;6"
"2013-08-22 12_37_05","8317","12233","13",";3;9"
"2013-08-22 12_37_05","8846","7855","34",";8;2"
"2013-08-22 12_37_05","7677","10732","32",";7;1"
"2013-08-22 12_37_05","7888","12584","79",";3;9"
"2013-08-22 12_37_05","6797","14753","33",";7;6"
"2013-08-22 12_37_06","9318","8871","101",";3;2"
"2013-08-22 12_37_06","7237","11085","56",";7;1"
"2013-08-22 12_37_06","7888","12742","35",";3;9"
"2013-08-22 12_37_06","7347","15201","75",";7;6"
"2013-08-22 12_37_06","8777","8812","30",";7;2"
"2013-08-22 12_37_06","7237","11300","23",";7;1"
"2013-08-22 12_37_06","7888","13232","88",";3;9"
"2013-08-22 12_37_07","7347","15800","104",";7;6"
"2013-08-22 12_37_07","7237","11785","67",";7;1"
"2013-08-22 12_37_07","8746","9953","76",";3;2"
"2013-08-22 12_37_07","7888","13701","70",";3;9"
"2013-08-22 12_37_07","6889","11832","86",";4;1"
"2013-08-22 12_37_07","8447","16072","91",";7;6"
"2013-08-22 12_37_07","8205","10002","90",";7;2"
"2013-08-22 12_37_07","7459","14084","97",";3;9"
"2013-08-22 12_37_08","7646","12132","44",";3;1"
"2013-08-22 12_37_08","7897","16571","71",";7;6"
"2013-08-22 12_37_08","8746","8642","12",";3;9"
"2013-08-22 12_37_08","8746","11071","72",";3;2"
"2013-08-22 12_37_08","7237","13200","99",";7;1"
"2013-08-22 12_37_08","8317","9042","92",";3;9"
"2013-08-22 12_37_08","8447","17101","66",";7;6"
"2013-08-22 12_37_09","8205","11154","77",";7;2"
"2013-08-22 12_37_09","7206","13084","81",";3;1"
"2013-08-22 12_37_09","8317","9201","55",";3;9"
"2013-08-22 12_37_09","8447","17671","95",";7;6"
"2013-08-22 12_37_09","8205","11501","96",";7;2"
"2013-08-22 12_37_09","6797","14033","108",";7;1"
"2013-08-22 12_37_09","8317","9701","21",";3;9"
"2013-08-22 12_37_10","8447","7971","19",";7;6"
"2013-08-22 12_37_10","7206","14043","102",";3;1"
"2013-08-22 12_37_10","8205","11911","93",";7;2"
"2013-08-22 12_37_10","7888","10085","52",";3;9"
"2013-08-22 12_37_10","8086","14342","16",";3;1"
"2013-08-22 12_37_10","8447","8402","54",";7;6"
"2013-08-22 12_37_10","8205","12472","57",";7;2"
"2013-08-22 12_37_10","7888","10501","20",";3;9"
"2013-08-22 12_37_11","8526","14601","109",";3;1"
"2013-08-22 12_37_11","7897","8754","11",";7;6"
"2013-08-22 12_37_11","7888","10701","36",";3;9"
"2013-08-22 12_37_11","7633","12900","94",";7;2"
"2013-08-22 12_37_11","8526","15033","100",";3;1"
"2013-08-22 12_37_11","7459","11101","69",";3;9"
"2013-08-22 12_37_11","7897","9272","65",";7;6"
"2013-08-22 12_37_12","7633","13412","43",";7;2"
"2013-08-22 12_37_12","8526","15501","28",";3;1"
"2013-08-22 12_37_12","7459","11542","87",";3;9"
"2013-08-22 12_37_12","7897","9800","59",";7;6"
"2013-08-22 12_37_12","7702","13353","58",";8;2"
"2013-08-22 12_37_12","8966","15842","48",";3;1"
"2013-08-22 12_37_12","7459","11941","25",";3;9"
"2013-08-22 12_37_13","7897","10301","26",";7;6"
"2013-08-22 12_37_13","8966","16043","107",";3;1"
"2013-08-22 12_37_13","7633","14454","103",";7;2"
"2013-08-22 12_37_13","7919","11784","17",";7;9"
"2013-08-22 12_37_13","8626","8332","85",";8;1"
"2013-08-22 12_37_13","7897","10653","50",";7;6"
"2013-08-22 12_37_13","8846","14271","51",";8;2"
"2013-08-22 12_37_13","7459","12734","31",";3;9"
"2013-08-22 12_37_14","8117","8501","64",";7;1"
"2013-08-22 12_37_14","7416","10712","60",";8;6"
"2013-08-22 12_37_14","7919","12501","46",";7;9"
"2013-08-22 12_37_14","7633","15411","80",";7;2"
"2013-08-22 12_37_14","8186","9042","39",";8;1"
"2013-08-22 12_37_14","7459","13501","27",";3;9"
"2013-08-22 12_37_14","6766","11154","74",";3;6"
"2013-08-22 12_37_15","7061","15954","24",";7;2"
"2013-08-22 12_37_15","8526","10101","78",";3;1"
"2013-08-22 12_37_15","8348","13342","37",";7;9"
"2013-08-22 12_37_15","7347","12371","61",";7;6"
"2013-08-22 12_37_15","8846","16013","105",";8;2"
"2013-08-22 12_37_15","8117","9801","47",";7;1"
"2013-08-22 12_37_15","7459","14485","83",";3;9"
"2013-08-22 12_37_16","6766","12311","38",";3;6"
"2013-08-22 12_37_16","8526","11031","53",";3;1"
"2013-08-22 12_37_16","7061","17111","15",";7;2"
"2013-08-22 12_37_16","8348","14242","82",";7;9"
"2013-08-22 12_37_16","8186","11042","18",";8;1"
"2013-08-22 12_37_16","7347","13454","40",";7;6"
"2013-08-22 12_37_16","8746","8152","76",";3;2"
"2013-08-22 12_37_16","7459","15401","106",";3;9"
"2013-08-22 12_37_17","7677","11042","45",";7;1"
"2013-08-22 12_37_17","6766","13471","63",";3;6"
"2013-08-22 12_37_17","9175","9541","35",";3;9"
"2013-08-22 12_37_17","8205","7800","44",";7;2"
"2013-08-22 12_37_17","7677","11443","73",";7;1"
"2013-08-22 12_37_17","9175","9833","75",";3;9"
"2013-08-22 12_37_17","7347","14611","22",";7;6"
"2013-08-22 12_37_18","8205","8271","71",";7;2"
"2013-08-22 12_37_18","7677","11901","42",";7;1"
"2013-08-22 12_37_18","9175","10242","30",";3;9"
"2013-08-22 12_37_18","7316","14453","68",";3;6"
"2013-08-22 12_37_18","8205","8811","12",";7;2"
"2013-08-22 12_37_18","7677","12384","41",";7;1"
"2013-08-22 12_37_18","9175","10701","23",";3;9"
"2013-08-22 12_37_19","7866","14811","84",";3;6"
"2013-08-22 12_37_19","7237","12542","29",";7;1"
"2013-08-22 12_37_19","7633","9371","72",";7;2"
"2013-08-22 12_37_19","8746","11032","88",";3;9"
"2013-08-22 12_37_19","7237","12884","110",";7;1"
"2013-08-22 12_37_19","7316","15353","49",";3;6"
"2013-08-22 12_37_19","7633","9671","99",";7;2"
"2013-08-22 12_37_19","8746","11285","67",";3;9"
"2013-08-22 12_37_20","7237","13333","13",";7;1"
"2013-08-22 12_37_20","7866","15811","98",";3;6"
"2013-08-22 12_37_20","8746","11731","104",";3;9"
"2013-08-22 12_37_20","7633","10111","92",";7;2"
"2013-08-22 12_37_20","8966","13201","101",";3;1"
"2013-08-22 12_37_20","8317","12001","70",";3;9"
"2013-08-22 12_37_20","7866","16311","14",";3;6"
"2013-08-22 12_37_21","7061","10601","66",";7;2"
"2013-08-22 12_37_21","7237","14285","34",";7;1"
"2013-08-22 12_37_21","8317","12231","86",";3;9"
"2013-08-22 12_37_21","8416","16754","89",";3;6"
"2013-08-22 12_37_21","7061","11154","77",";7;2"
"2013-08-22 12_37_21","8526","14083","56",";3;1"
"2013-08-22 12_37_21","8317","12701","91",";3;9"
"2013-08-22 12_37_22","8416","17112","62",";3;6"
"2013-08-22 12_37_22","7237","15033","32",";7;1"
"2013-08-22 12_37_22","7061","11655","81",";7;2"
"2013-08-22 12_37_22","7888","13085","97",";3;9"
"2013-08-22 12_37_22","7677","15383","79",";7;1"
"2013-08-22 12_37_22","9547","9280","43",";7;6"
"2013-08-22 12_37_22","7633","11971","55",";7;2"
"2013-08-22 12_37_22","7888","13533","90",";3;9"
"2013-08-22 12_37_23","8117","15784","33",";7;1"
"2013-08-22 12_37_23","9547","9671","28",";7;6"
"2013-08-22 12_37_23","10033","10585","11",";3;9"
"2013-08-22 12_37_23","7702","12071","21",";8;2"
"2013-08-22 12_37_23","8086","8001","64",";3;1"
"2013-08-22 12_37_23","10033","11001","36",";3;9"
"2013-08-22 12_37_23","9516","10571","69",";3;6"
"2013-08-22 12_37_24","7633","13071","95",";7;2"
"2013-08-22 12_37_24","8086","8343","60",";3;1"
"2013-08-22 12_37_24","10033","11433","94",";3;9"
"2013-08-22 12_37_24","9516","11171","65",";3;6"
"2013-08-22 12_37_24","8174","12927","93",";3;2"
"2013-08-22 12_37_24","8086","8800","46",";3;1"
"2013-08-22 12_37_24","10033","11732","100",";3;9"
"2013-08-22 12_37_25","8997","11100","59",";7;6"
"2013-08-22 12_37_25","8086","9243","80",";3;1"
"2013-08-22 12_37_25","8274","13671","19",";8;2"
"2013-08-22 12_37_25","9206","11542","87",";7;9"
"2013-08-22 12_37_25","7646","9541","39",";3;1"
"2013-08-22 12_37_25","8997","11654","58",";7;6"
"2013-08-22 12_37_25","7061","14702","108",";7;2"
"2013-08-22 12_37_25","8777","11542","25",";7;9"
"2013-08-22 12_37_26","7646","9801","27",";3;1"
"2013-08-22 12_37_26","8997","12211","48",";7;6"
"2013-08-22 12_37_26","7919","8084","76",";7;9"
"2013-08-22 12_37_26","8174","14654","52",";3;2"
"2013-08-22 12_37_26","7646","10284","74",";3;1"
"2013-08-22 12_37_26","7919","8501","106",";7;9"
"2013-08-22 12_37_26","8447","12312","107",";7;6"
"2013-08-22 12_37_27","7061","15902","96",";7;2"
"2013-08-22 12_37_27","7646","10685","24",";3;1"
"2013-08-22 12_37_27","7919","8742","45",";7;9"
"2013-08-22 12_37_27","8447","12901","26",";7;6"
"2013-08-22 12_37_27","8274","16011","102",";8;2"
"2013-08-22 12_37_27","7206","11001","78",";3;1"
"2013-08-22 12_37_27","7559","8752","73",";8;9"
"2013-08-22 12_37_28","7966","13001","85",";8;6"
"2013-08-22 12_37_28","7237","10883","83",";7;1"
"2013-08-22 12_37_28","9318","16112","16",";3;2"
"2013-08-22 12_37_28","7030","8901","71",";3;9"
"2013-08-22 12_37_28","7206","11842","37",";3;1"
"2013-08-22 12_37_28","8447","14053","103",";7;6"
"2013-08-22 12_37_28","8746","16601","54",";3;2"
"2013-08-22 12_37_28","7490","10100","63",";7;9"
"2013-08-22 12_37_29","7206","12201","61",";3;1"
"2013-08-22 12_37_29","8516","14071","51",";8;6"
"2013-08-22 12_37_29","7130","10033","75",";8;9"
"2013-08-22 12_37_29","9318","17173","57",";3;2"
"2013-08-22 12_37_29","7237","12042","38",";7;1"
"2013-08-22 12_37_29","7030","10201","42",";3;9"
"2013-08-22 12_37_29","8447","15153","17",";7;6"
"2013-08-22 12_37_30","9318","17671","20",";3;2"
"2013-08-22 12_37_30","6766","13043","105",";3;1"
"2013-08-22 12_37_30","7490","11542","35",";7;9"
"2013-08-22 12_37_30","8447","15354","50",";7;6"
"2013-08-22 12_37_30","10462","17972","109",";3;2"
"2013-08-22 12_37_30","7677","13032","53",";7;1"
"2013-08-22 12_37_30","6601","11042","30",";3;9"
"2013-08-22 12_37_31","8516","15800","31",";8;6"
"2013-08-22 12_37_31","6766","14001","47",";3;1"
"2013-08-22 12_37_31","10493","9601","13",";7;2"
"2013-08-22 12_37_31","7130","11943","22",";8;9"
"2013-08-22 12_37_31","7677","13942","15",";7;1"
"2013-08-22 12_37_31","10097","9913","98",";7;6"
"2013-08-22 12_37_31","9921","10000","104",";7;2"
"2013-08-22 12_37_31","7490","12932","44",";7;9"
"2013-08-22 12_37_32","7677","14342","82",";7;1"
"2013-08-22 12_37_32","9547","9971","70",";7;6"
"2013-08-22 12_37_32","6601","12384","68",";3;9"
"2013-08-22 12_37_32","9921","10511","92",";7;2"
"2013-08-22 12_37_32","8117","14543","18",";7;1"
"2013-08-22 12_37_32","6601","12785","41",";3;9"
"2013-08-22 12_37_32","9547","10511","14",";7;6"
"2013-08-22 12_37_33","9921","10871","101",";7;2"
"2013-08-22 12_37_33","8117","14983","40",";7;1"
"2013-08-22 12_37_33","6601","13242","12",";3;9"
"2013-08-22 12_37_33","9066","10171","91",";8;6"
"2013-08-22 12_37_33","9349","11101","66",";7;2"
"2013-08-22 12_37_33","8966","9085","33",";3;1"
"2013-08-22 12_37_33","6172","13501","23",";3;9"
"2013-08-22 12_37_34","8997","11153","89",";7;6"
"2013-08-22 12_37_34","8626","9001","64",";8;1"
"2013-08-22 12_37_34","9349","11654","34",";7;2"
"2013-08-22 12_37_34","6601","13742","84",";3;9"
"2013-08-22 12_37_34","8626","9301","36",";8;1"
"2013-08-22 12_37_34","9066","11111","62",";8;6"
"2013-08-22 12_37_34","9349","12001","86",";7;2"
"2013-08-22 12_37_34","6601","14242","29",";3;9"
"2013-08-22 12_37_35","8117","9542","60",";7;1"
"2013-08-22 12_37_35","8966","11653","81",";3;6"
"2013-08-22 12_37_35","7030","14700","72",";3;9"
"2013-08-22 12_37_35","8746","11800","32",";3;2"
"2013-08-22 12_37_35","8526","10201","95",";3;1"
"2013-08-22 12_37_35","6601","15032","88",";3;9"
"2013-08-22 12_37_35","8966","12153","97",";3;6"
"2013-08-22 12_37_36","8777","12953","77",";7;2"
"2013-08-22 12_37_36","8626","10801","69",";8;1"
"2013-08-22 12_37_36","8317","15284","110",";3;9"
"2013-08-22 12_37_36","8966","12453","79",";3;6"
"2013-08-22 12_37_36","8777","13553","56",";7;2"
"2013-08-22 12_37_36","8117","10832","94",";7;1"
"2013-08-22 12_37_36","8746","15685","49",";3;9"
"2013-08-22 12_37_37","8416","12911","43",";3;6"
"2013-08-22 12_37_37","8117","11201","65",";7;1"
"2013-08-22 12_37_37","9890","9354","52",";3;2"
"2013-08-22 12_37_37","9175","16101","99",";3;9"
"2013-08-22 12_37_37","7677","11542","93",";7;1"
"2013-08-22 12_37_37","8966","13471","55",";3;6"
"2013-08-22 12_37_37","9890","9753","74",";3;2"
"2013-08-22 12_37_37","9175","16585","67",";3;9"
"2013-08-22 12_37_38","7677","12001","46",";7;1"
"2013-08-22 12_37_38","8966","14001","90",";3;6"
"2013-08-22 12_37_38","9604","10001","106",";3;9"
"2013-08-22 12_37_38","9318","9902","96",";3;2"
"2013-08-22 12_37_38","7677","12333","100",";7;1"
"2013-08-22 12_37_38","9604","10443","107",";3;9"
"2013-08-22 12_37_38","8966","14170","28",";3;6"
"2013-08-22 12_37_39","8846","9911","102",";8;2"
"2013-08-22 12_37_39","7237","12542","80",";7;1"
"2013-08-22 12_37_39","9275","10542","45",";8;9"
"2013-08-22 12_37_39","8966","14753","11",";3;6"
"2013-08-22 12_37_39","9318","11054","24",";3;2"
"2013-08-22 12_37_39","7677","13032","59",";7;1"
"2013-08-22 12_37_39","8777","10542","73",";7;9"
"2013-08-22 12_37_40","8966","15271","21",";3;6"
"2013-08-22 12_37_40","7677","13502","19",";7;1"
"2013-08-22 12_37_40","8746","11200","26",";3;2"
"2013-08-22 12_37_40","8348","10242","37",";7;9"
"2013-08-22 12_37_40","8526","13342","25",";3;1"
"2013-08-22 12_37_40","8516","7911","22",";8;6"
"2013-08-22 12_37_40","8777","11253","83",";7;2"
"2013-08-22 12_37_40","8348","10684","103",";7;9"
"2013-08-22 12_37_41","7677","14342","87",";7;1"
"2013-08-22 12_37_41","8416","8700","31",";3;6"
"2013-08-22 12_37_41","8348","11032","54",";7;9"
"2013-08-22 12_37_41","8746","12271","78",";3;2"
"2013-08-22 12_37_41","8526","14332","108",";3;1"
"2013-08-22 12_37_41","8348","11501","63",";7;9"
"2013-08-22 12_37_41","8516","8813","15",";8;6"
"2013-08-22 12_37_42","8205","12402","85",";7;2"
"2013-08-22 12_37_42","7677","15042","39",";7;1"
"2013-08-22 12_37_42","9275","11242","38",";8;9"
"2013-08-22 12_37_42","8416","9871","47",";3;6"
"2013-08-22 12_37_42","8205","12911","16",";7;2"
"2013-08-22 12_37_42","9846","15001","27",";3;1"
"2013-08-22 12_37_42","8746","11501","42",";3;9"
"2013-08-22 12_37_43","7897","9801","104",";7;6"
"2013-08-22 12_37_43","8117","15983","58",";7;1"
"2013-08-22 12_37_43","8205","13372","71",";7;2"
"2013-08-22 12_37_43","8777","12601","51",";7;9"
"2013-08-22 12_37_43","9846","15885","76",";3;1"
"2013-08-22 12_37_43","8416","11000","13",";3;6"
"2013-08-22 12_37_43","8777","13171","61",";7;2"
"2013-08-22 12_37_43","8746","12483","17",";3;9"
"2013-08-22 12_37_44","9846","16342","48",";3;1"
"2013-08-22 12_37_44","7897","11001","44",";7;6"
"2013-08-22 12_37_44","8777","13533","75",";7;9"
"2013-08-22 12_37_44","8205","7271","95",";7;2"
"2013-08-22 12_37_44","9406","9532","66",";3;1"
"2013-08-22 12_37_44","8746","13401","20",";3;9"
"2013-08-22 12_37_44","7966","11712","98",";8;6"
"2013-08-22 12_37_45","8174","8100","32",";3;2"
"2013-08-22 12_37_45","9406","9801","23",";3;1"
"2013-08-22 12_37_45","8777","14501","57",";7;9"
"2013-08-22 12_37_45","7897","11912","82",";7;6"
"2013-08-22 12_37_45","8205","8301","88",";7;2"
"2013-08-22 12_37_45","8966","10085","89",";3;1"
"2013-08-22 12_37_45","8746","14242","105",";3;9"
"2013-08-22 12_37_46","7347","12371","70",";7;6"
"2013-08-22 12_37_46","8966","10501","64",";3;1"
"2013-08-22 12_37_46","8205","8852","97",";7;2"
"2013-08-22 12_37_46","8317","14542","35",";3;9"
"2013-08-22 12_37_46","8966","10985","34",";3;1"
"2013-08-22 12_37_46","7347","12953","68",";7;6"
"2013-08-22 12_37_46","7633","9354","77",";7;2"
"2013-08-22 12_37_46","8317","14885","50",";3;9"
"2013-08-22 12_37_47","8966","11342","84",";3;1"
"2013-08-22 12_37_47","7347","13411","92",";7;6"
"2013-08-22 12_37_47","8746","15301","109",";3;9"
"2013-08-22 12_37_47","7633","9771","69",";7;2"
"2013-08-22 12_37_47","8526","11501","36",";3;1"
"2013-08-22 12_37_47","8746","15733","53",";3;9"
"2013-08-22 12_37_47","7347","13812","18",";7;6"
"2013-08-22 12_37_48","7633","10254","110",";7;2"
"2013-08-22 12_37_48","8526","11941","62",";3;1"
"2013-08-22 12_37_48","8746","16042","30",";3;9"
"2013-08-22 12_37_48","7347","14254","41",";7;6"
"2013-08-22 12_37_48","7130","10353","49",";8;2"
"2013-08-22 12_37_48","8186","12043","60",";8;1"
"2013-08-22 12_37_48","9175","9201","46",";3;9"
"2013-08-22 12_37_49","7989","14311","12",";4;6"
"2013-08-22 12_37_49","8117","12384","81",";7;1"
"2013-08-22 12_37_49","7633","11253","79",";7;2"
"2013-08-22 12_37_49","8746","9532","90",";3;9"
"2013-08-22 12_37_49","8526","13342","29",";3;1"
"2013-08-22 12_37_49","8966","14771","91",";3;6"
"2013-08-22 12_37_49","7061","11753","56",";7;2"
"2013-08-22 12_37_49","8746","10001","106",";3;9"
"2013-08-22 12_37_50","8117","13301","72",";7;1"
"2013-08-22 12_37_50","6797","15913","14",";7;6"
"2013-08-22 12_37_50","8746","10433","96",";3;9"
"2013-08-22 12_37_50","7130","11812","43",";8;2"
"2013-08-22 12_37_50","8526","14332","86",";3;1"
"2013-08-22 12_37_50","8746","10733","100",";3;9"
"2013-08-22 12_37_50","8966","15853","33",";3;6"
"2013-08-22 12_37_51","7030","12171","99",";3;2"
"2013-08-22 12_37_51","8626","8543","87",";8;1"
"2013-08-22 12_37_51","8417","10741","80",";8;9"
"2013-08-22 12_37_51","6797","17071","101",";7;6"
"2013-08-22 12_37_51","7061","13500","94",";7;2"
"2013-08-22 12_37_51","8526","8832","31",";3;1"
"2013-08-22 12_37_51","7919","11042","45",";7;9"
"2013-08-22 12_37_52","7347","17554","40",";7;6"
"2013-08-22 12_37_52","8526","9332","54",";3;1"
"2013-08-22 12_37_52","6489","13571","65",";7;2"
"2013-08-22 12_37_52","8317","12041","107",";3;9"
"2013-08-22 12_37_52","8526","9801","78",";3;1"
"2013-08-22 12_37_52","8447","7938","51",";7;6"
"2013-08-22 12_37_52","8174","13712","93",";3;2"
"2013-08-22 12_37_52","7919","11885","11",";7;9"
"2013-08-22 12_37_53","8086","10032","108",";3;1"
"2013-08-22 12_37_53","8447","8253","76",";7;6"
"2013-08-22 12_37_53","8317","13001","28",";3;9"
"2013-08-22 12_37_53","6489","14754","52",";7;2"
"2013-08-22 12_37_53","8086","10301","63",";3;1"
"2013-08-22 12_37_53","7919","12785","24",";7;9"
"2013-08-22 12_37_53","7897","8700","13",";7;6"
"2013-08-22 12_37_54","8174","14871","55",";3;2"
"2013-08-22 12_37_54","8086","10742","15",";3;1"
"2013-08-22 12_37_54","8317","13842","102",";3;9"
"2013-08-22 12_37_54","7897","9271","61",";7;6"
"2013-08-22 12_37_54","8174","15353","74",";3;2"
"2013-08-22 12_37_54","8086","11133","85",";3;1"
"2013-08-22 12_37_54","7919","13733","59",";7;9"
"2013-08-22 12_37_55","7897","9854","17",";7;6"
"2013-08-22 12_37_55","7646","11543","39",";3;1"
"2013-08-22 12_37_55","8174","15953","67",";3;2"
"2013-08-22 12_37_55","7490","14042","73",";7;9"
"2013-08-22 12_37_55","7646","11841","38",";3;1"
"2013-08-22 12_37_55","7897","10111","48",";7;6"
"2013-08-22 12_37_55","8746","8171","64",";3;2"
"2013-08-22 12_37_55","7919","14301","21",";7;9"
"2013-08-22 12_37_56","7746","11801","42",";8;1"
"2013-08-22 12_37_56","7347","10501","44",";7;6"
"2013-08-22 12_37_56","7919","14701","19",";7;9"
"2013-08-22 12_37_56","8846","8353","34",";8;2"
"2013-08-22 12_37_56","7646","12701","47",";3;1"
"2013-08-22 12_37_56","8348","15132","26",";7;9"
"2013-08-22 12_37_56","7347","11102","75",";7;6"
"2013-08-22 12_37_57","8746","9354","97",";3;2"
"2013-08-22 12_37_57","8117","12501","71",";7;1"
"2013-08-22 12_37_57","7919","15542","37",";7;9"
"2013-08-22 12_37_57","7316","11000","32",";3;6"
"2013-08-22 12_37_57","8274","9353","77",";8;2"
"2013-08-22 12_37_57","7746","13085","58",";8;1"
"2013-08-22 12_37_57","8348","15741","25",";7;9"
"2013-08-22 12_37_58","7347","12271","95",";7;6"
"2013-08-22 12_37_58","7206","14042","16",";3;1"
"2013-08-22 12_37_58","8746","10411","35",";3;2"
"2013-08-22 12_37_58","8777","16142","22",";7;9"
"2013-08-22 12_37_58","7206","14501","27",";3;1"
"2013-08-22 12_37_58","7316","12071","23",";3;6"
"2013-08-22 12_37_58","8205","10211","84",";7;2"
"2013-08-22 12_37_58","8348","16584","103",";7;9"
"2013-08-22 12_37_59","8186","14533","104",";8;1"
"2013-08-22 12_37_59","7347","13202","66",";7;6"
"2013-08-22 12_37_59","8348","17084","83",";7;9"
"2013-08-22 12_37_59","8746","11254","68",";3;2"
"2013-08-22 12_37_59","8966","9085","81",";3;1"
"2013-08-22 12_37_59","9175","9501","46",";3;9"
"2013-08-22 12_37_59","7866","13071","57",";3;6"
"2013-08-22 12_38_00","8274","11753","50",";8;2"
"2013-08-22 12_38_00","8966","9543","12",";3;1"
"2013-08-22 12_38_00","8746","9533","90",";3;9"
"2013-08-22 12_38_00","6797","14172","20",";7;6"
"2013-08-22 12_38_00","8205","11811","92",";7;2"
"2013-08-22 12_38_00","8966","9985","79",";3;1"
"2013-08-22 12_38_00","8317","9584","56",";3;9"
"2013-08-22 12_38_01","7866","14112","82",";3;6"
"2013-08-22 12_38_01","8526","10042","29",";3;1"
"2013-08-22 12_38_01","7633","12371","109",";7;2"
"2013-08-22 12_38_01","8317","10001","106",";3;9"
"2013-08-22 12_38_01","8526","10501","91",";3;1"
"2013-08-22 12_38_01","6797","15312","98",";7;6"
"2013-08-22 12_38_01","7633","12971","69",";7;2"
"2013-08-22 12_38_01","7888","10044","14",";3;9"
"2013-08-22 12_38_02","8086","10500","72",";3;1"
"2013-08-22 12_38_02","7866","15253","89",";3;6"
"2013-08-22 12_38_02","7919","9901","99",";7;9"
"2013-08-22 12_38_02","7633","13272","36",";7;2"
"2013-08-22 12_38_02","7746","10533","86",";8;1"
"2013-08-22 12_38_02","7988","10532","100",";8;9"
"2013-08-22 12_38_02","7866","15802","88",";3;6"
