time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,ClientAgent,SERVICES_ENGAGED,run
2014-05-07 13_52_52_772,20051,133165,2736,;2640;1351
2014-05-07 13_53_52_839,30733,204403,1656,;827;3832;1584
2014-05-07 13_55_36_946,30149,311135,1416,;939;2683;1616
2014-05-07 13_51_19_373,24962,59229,809,;800;33
2014-05-07 13_52_10_943,23457,96117,2249,;918;1866
2014-05-07 13_52_22_118,20561,109309,2069,;917;3295
2014-05-07 13_52_45_127,20481,130302,2189,;914;2790
2014-05-07 13_52_56_521,20533,142913,2129,;917;2207
2014-05-07 13_53_02_876,30313,137480,2969,;2812;1137;3265
2014-05-07 13_53_50_527,20054,183920,3509,;2792;2790
2014-05-07 13_54_04_531,30257,229921,269,;147;45;131
2014-05-07 13_55_06_711,20125,279702,1529,;939;2792
2014-05-07 13_50_58_970,21822,43525,369,;502;413
2014-05-07 13_51_05_406,26281,46599,669,;664;670
2014-05-07 13_51_14_915,20881,63105,69,;45;171
2014-05-07 13_52_02_972,21489,106466,429,;502;391
2014-05-07 13_52_03_417,20465,110309,189,;147;288
2014-05-07 13_52_33_241,20227,108308,3369,;2812;3832
2014-05-07 13_52_43_541,20679,129653,1929,;917;3832
2014-05-07 13_53_12_976,30714,168549,1269,;827;1849;3265
2014-05-07 13_53_46_483,30618,192586,2109,;917;1351;3237
2014-05-07 13_54_17_576,30236,233561,1209,;939;1866;3265
2014-05-07 13_55_46_572,20142,317463,1689,;939;2683
2014-05-07 13_52_45_652,20881,150406,314,;45;171
2014-05-07 13_53_10_756,20131,148447,3134,;2792;3008
2014-05-07 13_53_37_229,20630,186621,1874,;827;1849
2014-05-07 13_53_45_872,20376,188753,2474,;1254;1351
2014-05-07 13_50_52_858,20465,40908,63,;147;288
2014-05-07 13_51_15_411,21524,58303,483,;391;433
2014-05-07 13_51_40_197,50512,81189,723,;721;719;725
2014-05-07 13_52_54_446,30682,140961,2043,;917;1849;1616
2014-05-07 13_53_42_739,30580,193617,1683,;827;1351;1584
2014-05-07 13_53_43_417,30276,200906,1083,;939;1351;2088
2014-05-07 13_53_45_346,30381,193539,1983,;1254;1866;1616
2014-05-07 13_53_53_617,30161,192610,2943,;2640;2683;2088
2014-05-07 13_51_12_076,33166,53668,630,;628;627
2014-05-07 13_52_14_826,20238,104615,1830,;1137;2790
2014-05-07 13_52_26_817,20247,110021,2430,;1137;2268
2014-05-07 13_54_24_384,30582,226967,2490,;917;1113;3237
2014-05-07 13_55_05_232,30257,289623,330,;147;45;131
2014-05-07 13_51_41_647,38135,82535,672,;664;670;666
2014-05-07 13_51_13_090,20570,60742,137,;147;216
2014-05-07 13_51_32_450,20348,68303,1217,;876;3599
2014-05-07 13_52_06_617,20063,85108,3017,;2792;2268
2014-05-07 13_52_12_640,20529,97629,2297,;1254;3832
2014-05-07 13_53_30_072,21489,192365,557,;502;391
2014-05-07 13_53_34_232,30257,200224,257,;147;45;131
2014-05-07 13_53_46_926,30065,188619,2597,;2640;2207;2370
2014-05-07 13_54_37_546,30403,244931,2057,;1254;3823;1616
2014-05-07 13_51_37_013,46043,76768,813,;815;814;819
2014-05-07 13_52_50_356,20558,134149,2373,;914;3008
2014-05-07 13_53_57_217,20086,194708,3153,;2640;3295
2014-05-07 13_54_02_772,21489,224163,573,;502;391
2014-05-07 13_55_18_427,30381,280414,2553,;1254;1866;2370
2014-05-07 13_55_39_476,30156,292068,3573,;2812;1866;3265
2014-05-07 13_52_16_179,32879,101650,2243,;59;2207;3265
2014-05-07 13_52_31_853,20344,114030,2543,;1137;2136
2014-05-07 13_54_06_521,20533,208082,2603,;917;2207
2014-05-07 13_55_28_527,30088,281816,2963,;2812;2207;2370
2014-05-07 13_52_31_182,24890,115926,2290,;401;1866
2014-05-07 13_54_12_211,31547,234101,550,;502;391;572
2014-05-07 13_54_14_236,20445,223525,1870,;827;1113
2014-05-07 13_54_48_126,30403,249994,2530,;1254;3823;2370
2014-05-07 13_51_50_784,20049,75634,2298,;2640;1866
2014-05-07 13_52_44_346,30161,142137,1038,;939;1351;1616
2014-05-07 13_52_53_821,20365,146207,1578,;876;2283
2014-05-07 13_53_32_217,20063,166410,3438,;2792;2268
2014-05-07 13_54_14_452,20245,239343,318,;147;45
2014-05-07 13_51_08_836,29218,49586,680,;684;679
2014-05-07 13_52_33_521,20135,108407,3380,;2683;2283
2014-05-07 13_54_17_227,30521,221904,2120,;917;2683;2370
2014-05-07 13_54_27_446,30568,228536,2660,;917;3295;1616
2014-05-07 13_54_47_646,30488,256831,1880,;827;1351;1616
2014-05-07 13_55_47_046,30125,320139,1520,;939;1113;1616
2014-05-07 13_51_57_565,35141,98020,748,;22;0
2014-05-07 13_52_16_963,20309,100491,2368,;1137;2416
2014-05-07 13_52_54_083,20681,139964,2188,;917;1137
2014-05-07 13_53_03_205,20193,133796,3808,;2683;3130
2014-05-07 13_53_19_172,21489,181564,508,;502;391
2014-05-07 13_54_17_417,20516,226305,1888,;827;3295
2014-05-07 13_54_41_027,20022,233720,3568,;2792;2640
2014-05-07 13_55_56_672,20062,307965,3748,;2812;2683
2014-05-07 13_51_25_554,20533,53159,1995,;917;2207
2014-05-07 13_52_36_226,30168,134512,915,;939;2207;2370
2014-05-07 13_53_02_452,20153,156843,1395,;1113;2136
2014-05-07 13_53_23_549,20528,168736,2235,;914;3599
2014-05-07 13_53_36_383,30195,172502,3195,;2790;3823;3237
2014-05-07 13_54_58_227,30504,257886,2775,;917;2792;2370
2014-05-07 13_56_17_346,30125,348028,1695,;939;1113;1616
2014-05-07 13_51_05_671,24962,45628,804,;800;33
2014-05-07 13_51_23_532,37318,70822,24,;753;288;131
2014-05-07 13_51_08_232,23153,48286,793,;791;789
2014-05-07 13_51_13_817,20465,61607,133,;147;288
2014-05-07 13_52_27_163,20118,125756,973,;1113;2416
2014-05-07 13_52_52_252,20160,128944,3193,;2792;2136
2014-05-07 13_53_03_853,20245,169945,253,;147;45
2014-05-07 13_53_30_227,20054,164620,3433,;2792;2790
2014-05-07 13_54_13_139,30409,230322,1093,;939;3443;1584
2014-05-07 13_54_55_175,30238,270562,1273,;939;1351;3265
2014-05-07 13_52_09_602,20131,87649,3067,;2792;3008
2014-05-07 13_52_12_211,31547,115801,367,;502;391;572
